id,week,week_start_date,obj_num,flw_get,last_flw_get,height_pl,num_leaf,len_leaf,width_leaf,unit_len,dim_pipe
20,23,2021.2.14 0:00,3,2,4,35,6,8.5,5.5,13,23.49
20,23,2021.2.14 0:00,4,3,6,32.5,8,9.7,7.1,17.8,23.08
20,24,2021.2.21 0:00,1,2,2,37.1,6,12,8.2,20.3,21.17
20,24,2021.2.21 0:00,2,0,0,34.7,6,10.3,8.1,19.6,21.09
20,24,2021.2.21 0:00,3,0,2,35,7,6,4.4,15.3,23.51
20,24,2021.2.21 0:00,4,1,3,32.5,8,6.2,5.8,16.2,23.11
20,25,2021.2.28 0:00,1,5,2,37.4,7,4.9,4,14.6,21.19
20,25,2021.2.28 0:00,2,0,0,34.7,8,6.2,4.2,13.7,21.11
20,25,2021.2.28 0:00,3,0,0,35.2,10,6,4.6,11.7,23.57
20,25,2021.2.28 0:00,4,2,1,31.7,10,6.6,5.7,11.1,23.25
20,26,2021.3.7 0:00,1,10,5,35.1,6,7,6.8,14.1,19.95
20,26,2021.3.7 0:00,2,0,0,33,8,5.5,4,12.3,19.26
20,26,2021.3.7 0:00,3,2,0,35.4,11,5.8,4.5,10.1,22.19
20,26,2021.3.7 0:00,4,3,2,32.8,10,8.2,6.9,12.2,22.05
20,27,2021.3.14 0:00,1,11,10,35.1,7,9.9,8.1,19,19.91
20,27,2021.3.14 0:00,2,0,0,30,9,7.1,5.6,14.9,19.22
20,27,2021.3.14 0:00,3,6,2,29.1,11,8.8,7.7,19.4,20.47
20,27,2021.3.14 0:00,4,3,3,32.8,9,8.4,7,13.5,22.03
20,28,2021.3.21 0:00,1,11,11,35.1,7,7.2,5.5,16.5,19.91
20,28,2021.3.21 0:00,2,2,0,35.8,10,8.7,6.5,19.1,19.25
20,28,2021.3.21 0:00,3,8,6,33,11,10.5,9.3,21.1,20.98
20,28,2021.3.21 0:00,4,2,3,30,10,9.3,7.2,12.1,21.32
20,29,2021.3.28 0:00,1,10,11,35.2,7,9,6.4,18.1,19.56
20,29,2021.3.28 0:00,2,10,2,40,8,9.3,7,20.2,19.25
20,29,2021.3.28 0:00,3,9,8,39.5,9,12,10.5,21.2,21.37
20,29,2021.3.28 0:00,4,0,2,29.6,10,9,5.7,18.3,21.71
20,30,2021.4.4 0:00,1,6,10,38.5,7,9.1,6.4,18.1,19.58
20,30,2021.4.4 0:00,2,13,10,42,9,11.4,8.8,24.8,20.38
20,30,2021.4.4 0:00,3,8,9,42.2,10,8.6,6.7,24.3,21.71
20,30,2021.4.4 0:00,4,3,0,33.8,10,7,4.9,19.2,22.15
23,4,2020.9.29 0:00,1,0,,29.5,5,12.4,8.7,15.6,12.44
23,4,2020.9.29 0:00,2,0,,31.7,5,12.9,10.4,15.7,12.49
23,4,2020.9.29 0:00,3,0,,28.5,3,11,8.8,16.1,11.97
23,4,2020.9.29 0:00,4,0,,24.6,5,6.9,5.2,15.7,13.69
23,5,2020.10.6 0:00,1,0,0,30.1,6,13,8.6,14.1,13.56
23,5,2020.10.6 0:00,2,0,0,32.2,6,12.5,9.2,18,13.5
23,5,2020.10.6 0:00,3,0,0,29.1,4,12.6,9.2,12.8,13.67
23,5,2020.10.6 0:00,4,0,0,24.4,5,10.5,7.5,12,12.39
23,6,2020.10.13 0:00,1,0,0,32.3,7,14.1,10.2,16.6,14.96
23,6,2020.10.13 0:00,2,0,0,33.8,7,14.8,11.6,15.7,16.77
23,6,2020.10.13 0:00,3,0,0,30.5,5,13,10.2,15.2,14.26
23,6,2020.10.13 0:00,4,0,0,27.5,4,10.8,7.7,12.3,13.54
23,7,2020.10.20 0:00,1,1,0,36.8,4,14.3,10.4,17.1,14.68
23,7,2020.10.20 0:00,2,0,0,35.3,6,16.1,10.3,17.3,17.69
23,7,2020.10.20 0:00,3,1,0,31.9,6,13.7,10.4,16.6,14.85
23,7,2020.10.20 0:00,4,1,0,30.5,5,12.1,8.7,12.6,15.05
23,8,2020.10.27 0:00,1,4,1,39.5,5,13.5,9.5,18.7,16.11
23,8,2020.10.27 0:00,2,2,0,37.7,6,16.1,10.3,17.4,18.4
23,8,2020.10.27 0:00,3,2,1,34.5,6,13.9,10.5,16.8,16.82
23,8,2020.10.27 0:00,4,2,1,31.8,5,12.2,9,12.6,15.8
23,9,2020.11.3 0:00,1,7,4,40.7,5,13.6,9.6,19.2,16.74
23,9,2020.11.3 0:00,2,3,2,39.3,6,14.8,10.6,20.1,18.83
23,9,2020.11.3 0:00,3,4,2,35.1,5,13.9,10.7,17,17.1
23,9,2020.11.3 0:00,4,6,2,32.5,6,14.9,10.3,15.1,16.63
23,10,2020.11.10 0:00,1,12,7,40.8,6,14.9,10,24,18.53
23,10,2020.11.10 0:00,2,6,3,39.5,6,15,10.8,20.1,18.61
23,10,2020.11.10 0:00,3,9,4,36.8,6,14.2,10.2,18.7,17.33
23,10,2020.11.10 0:00,4,9,6,33.2,6,13.5,9.6,18,17
23,11,2020.11.17 0:00,1,13,12,41.3,6,14.9,10.1,24,18.88
23,11,2020.11.17 0:00,2,9,6,39.6,6,15.2,10.9,20.2,19.77
23,11,2020.11.17 0:00,3,13,9,37.2,6,14.4,10.3,19,18.72
23,11,2020.11.17 0:00,4,11,9,33.9,5,13.5,9.8,18.2,17.13
23,12,2020.11.24 0:00,1,15,13,41.4,7,11.5,9.1,22.5,19.06
23,12,2020.11.24 0:00,2,10,9,40.1,7,14.4,10,22.8,19.3
23,12,2020.11.24 0:00,3,16,13,37.6,5,14.4,10.3,19,18.62
23,12,2020.11.24 0:00,4,12,11,34,6,11.6,8.6,16.5,17.34
23,13,2020.12.1 0:00,1,13,15,41.4,7,11.5,9.1,22.6,19.08
23,13,2020.12.1 0:00,2,11,10,41,7,14.4,10,24,19.76
23,13,2020.12.1 0:00,3,16,16,37.8,6,13.3,9.5,22.6,18.92
23,13,2020.12.1 0:00,4,11,12,34,6,11.8,8.6,17.4,17.55
23,14,2020.12.8 0:00,1,11,13,41.4,7,11.5,9.1,22.6,19.15
23,14,2020.12.8 0:00,2,8,11,41.2,8,11.2,7.5,26.5,19.87
23,14,2020.12.8 0:00,3,14,16,37.8,6,13.3,9.5,22.6,19.3
23,14,2020.12.8 0:00,4,11,11,34,6,11.8,8.7,17.5,17.66
23,15,2020.12.15 0:00,1,8,11,41.4,7,11.7,9.2,22.9,19.25
23,15,2020.12.15 0:00,2,8,8,41.2,8,11.3,7.6,26.6,20.24
23,15,2020.12.15 0:00,3,9,14,38.1,6,13.4,9.7,22.7,20.7
23,15,2020.12.15 0:00,4,7,11,34,7,9.1,7.1,17.2,17.94
23,16,2020.12.22 0:00,1,7,8,41.4,6,11.7,9.2,22.9,20.03
23,16,2020.12.22 0:00,2,3,8,41.2,7,11.3,7.6,26.6,20.26
23,16,2020.12.22 0:00,3,7,9,38.1,6,13.5,9.7,22.7,20.18
23,16,2020.12.22 0:00,4,5,7,34.1,7,9.1,7.1,17.2,17.91
23,17,2020.12.29 0:00,1,4,7,41.4,6,11.7,9.2,22.9,20.06
23,17,2020.12.29 0:00,2,3,3,41.2,8,9.2,7,21.2,20.45
23,17,2020.12.29 0:00,3,5,7,38.4,6,13.5,9.8,23.2,21.06
23,17,2020.12.29 0:00,4,3,5,34.1,7,9.5,7.1,17.5,19.62
23,18,2021.1.5 0:00,1,4,4,41.4,6,11.6,9.2,22.8,20.15
23,18,2021.1.5 0:00,2,2,3,41.2,8,9.2,7,21.3,20.68
23,18,2021.1.5 0:00,3,1,5,39,6,13.5,9.9,23.6,21.87
23,18,2021.1.5 0:00,4,2,3,34.1,7,9.5,7.2,17.6,19.65
23,19,2021.1.12 0:00,1,4,4,41.4,6,10.3,7.2,20.4,20.41
23,19,2021.1.12 0:00,2,4,2,41.2,7,9.2,7,21.3,20.74
23,19,2021.1.12 0:00,3,1,1,39.3,6,13.7,9.9,23.9,21.89
23,19,2021.1.12 0:00,4,0,2,34.1,7,9.5,7.2,17.6,20.46
23,20,2021.1.19 0:00,1,6,4,41.2,6,14.8,10.3,24,20.43
23,20,2021.1.19 0:00,2,5,4,41,7,9.5,7,21.3,21.09
23,20,2021.1.19 0:00,3,3,1,40.5,6,10.5,7.3,20.5,21.93
23,20,2021.1.19 0:00,4,0,0,34.1,7,9.6,7.3,17.8,20.51
23,21,2021.1.26 0:00,1,5,6,41.2,6,10.3,7.2,20.2,21.06
23,21,2021.1.26 0:00,2,5,5,40.8,7,9.5,7,21.3,21.33
23,21,2021.1.26 0:00,3,3,3,39.8,6,10.6,7.4,20.9,21.99
23,21,2021.1.26 0:00,4,0,0,34.1,8,7.7,6,17.5,21.08
23,22,2021.2.2 0:00,1,0,5,41.2,6,10.3,7.2,20,21.22
23,22,2021.2.2 0:00,2,5,5,40.5,6,9.6,7,21.3,21.36
23,22,2021.2.2 0:00,3,0,3,39.6,6,10.5,7.4,20.9,22.33
23,22,2021.2.2 0:00,4,0,0,37.3,7,7.8,6.1,17.6,21.35
23,23,2021.2.9 0:00,1,0,0,41,6,10.3,7.2,19.6,22.32
23,23,2021.2.9 0:00,2,5,5,40.3,6,9.6,7,21.2,21.43
23,23,2021.2.9 0:00,3,0,0,39.6,6,10.6,7.5,20.6,23.03
23,23,2021.2.9 0:00,4,1,0,34.3,7,7.8,6.1,17.6,21.96
23,24,2021.2.16 0:00,1,2,0,40.8,7,7.5,6.1,20.3,22.35
23,24,2021.2.16 0:00,2,4,5,40.3,8,5.6,4.7,17.3,21.85
23,24,2021.2.16 0:00,3,0,0,39.6,7,8.2,5.4,18.6,21.35
23,24,2021.2.16 0:00,4,4,1,36.1,8,7.8,6.1,19.9,22.07
23,25,2021.2.23 0:00,1,6,2,32.7,5,7.7,6.7,14.5,20.95
23,25,2021.2.23 0:00,2,4,4,39.5,7,7.5,6.5,13.7,21.55
23,25,2021.2.23 0:00,3,1,0,32.4,5,8.1,6.6,16.5,20.05
23,25,2021.2.23 0:00,4,6,4,36.1,7,7.2,5.2,13,21.75
23,26,2021.3.2 0:00,1,4,6,32.2,8,8.4,7.8,15.8,20.95
23,26,2021.3.2 0:00,2,4,4,39.5,8,7.6,6.6,13.9,21.65
23,26,2021.3.2 0:00,3,4,1,32.2,7,8.2,7.4,17,20.08
23,26,2021.3.2 0:00,4,8,6,31.2,6,6.9,5.7,13.8,21.8
23,27,2021.3.9 0:00,1,5,4,32.4,10,5.6,5.2,12.1,20.18
23,27,2021.3.9 0:00,2,4,4,39.5,9,9.3,7.9,17.8,21.12
23,27,2021.3.9 0:00,3,8,4,33.5,7,9,7.5,17.8,19.74
23,27,2021.3.9 0:00,4,7,8,28,8,8.4,7,18.4,21.08
23,28,2021.3.16 0:00,1,5,5,35.5,8,10.1,8.2,23.8,19.52
23,28,2021.3.16 0:00,2,3,4,39.4,10,5.9,4.4,11.9,22.23
23,28,2021.3.16 0:00,3,8,8,36.5,9,8.5,6.5,22.3,19.39
23,28,2021.3.16 0:00,4,3,7,31.7,9,7.3,6.1,16.9,21.89
23,29,2021.3.23 0:00,1,5,5,37.8,8,8.5,7.1,18.7,19.43
23,29,2021.3.23 0:00,2,1,3,39.4,9,5.9,4.4,11.9,22.23
23,29,2021.3.23 0:00,3,8,8,39,8,9.7,7.3,25,19.78
23,29,2021.3.23 0:00,4,2,3,37.9,10,8,7.3,27.3,22.51
23,30,2021.3.30 0:00,1,2,5,42.7,7,8.6,7.5,18.9,19.32
23,30,2021.3.30 0:00,2,1,1,41.2,9,10.9,8.9,24.8,22.63
23,30,2021.3.30 0:00,3,1,8,43,10,8.5,6.1,30.3,19.9
23,30,2021.3.30 0:00,4,0,2,40.8,12,5.3,4.6,22,24.53
24,4,2020.9.30 0:00,1,0,,20.5,5,1,3,9.1,10.62
24,4,2020.9.30 0:00,2,0,,26.2,4,2,2,18.7,10.89
24,4,2020.9.30 0:00,3,0,,24.5,5,2,3,8.4,10.29
24,4,2020.9.30 0:00,4,0,,27.1,5,2,3,14.2,11.33
24,5,2020.10.7 0:00,1,0,0,19.5,3,5,4,8.4,11.5
24,5,2020.10.7 0:00,2,0,0,18.2,2,6,6,7.4,11.92
24,5,2020.10.7 0:00,3,0,0,18.4,2,6,6,8.4,11.59
24,5,2020.10.7 0:00,4,0,0,18.7,3,6,5,9,11.51
24,6,2020.10.14 0:00,1,0,0,22.1,3,6,5,9.5,12.7
24,6,2020.10.14 0:00,2,0,0,19.3,3,6,5,8.2,12.66
24,6,2020.10.14 0:00,3,0,0,19.5,3,6,5,9.5,11.62
24,6,2020.10.14 0:00,4,0,0,20.6,3,7,5,9.1,11.25
24,7,2020.10.21 0:00,1,0,0,23.8,4,6,6,11.4,13.95
24,7,2020.10.21 0:00,2,0,0,21.9,4,7,6,8.4,13.54
24,7,2020.10.21 0:00,3,0,0,25,4,8,6,8.8,12.87
24,7,2020.10.21 0:00,4,0,0,23.7,4,7,6,10.2,12.12
24,8,2020.10.28 0:00,1,0,0,27.9,5,8,7,13.2,17.21
24,8,2020.10.28 0:00,2,1,0,28.4,5,9,7,11.3,14.6
24,8,2020.10.28 0:00,3,0,0,30.2,6,9,8,13.7,13.19
24,8,2020.10.28 0:00,4,1,0,30.7,6,9,8,12,15.46
24,9,2020.11.4 0:00,1,3,0,30.1,6,9,8,15.2,18.27
24,9,2020.11.4 0:00,2,4,1,31.2,5,9,8,13,16.4
24,9,2020.11.4 0:00,3,0,0,31.2,6,9,8,14.2,14.53
24,9,2020.11.4 0:00,4,6,1,33.7,6,9,8,12.8,16.6
24,10,2020.11.11 0:00,1,6,3,32.5,6,9,8,15.6,20.04
24,10,2020.11.11 0:00,2,7,4,35.2,5,10,8,14.3,18
24,10,2020.11.11 0:00,3,0,0,33.7,4,10,8,14.6,15.22
24,10,2020.11.11 0:00,4,8,6,34.9,7,9,9,19.6,17.22
24,11,2020.11.18 0:00,1,8,6,35,6,10,9,18.6,20.31
24,11,2020.11.18 0:00,2,8,7,37.8,5,10,9,19.6,19.69
24,11,2020.11.18 0:00,3,1,0,34.9,4,10,9,15.5,17.14
24,11,2020.11.18 0:00,4,9,8,36.1,7,10,10,20.5,17.87
24,12,2020.11.25 0:00,1,9,8,35.5,5,10,9,19.4,19.22
24,12,2020.11.25 0:00,2,10,8,38.8,5,10,9,19.9,19.86
24,12,2020.11.25 0:00,3,1,1,35.2,5,10,10,21.3,17.45
24,12,2020.11.25 0:00,4,10,9,36.6,6,10,10,20.9,16.72
24,13,2020.12.2 0:00,1,9,9,36.1,5,10,10,21.7,18.68
24,13,2020.12.2 0:00,2,9,10,40.1,5,11,10,24.4,18.86
24,13,2020.12.2 0:00,3,3,1,35.3,5,10,10,21.3,17.89
24,13,2020.12.2 0:00,4,10,10,36.7,7,10,11,18,16.61
24,14,2020.12.9 0:00,1,8,9,36.2,5,11,10,21.7,19.11
24,14,2020.12.9 0:00,2,7,9,40.4,5,11,10,24.5,19.01
24,14,2020.12.9 0:00,3,6,3,35.5,5,10,10,21.6,17.92
24,14,2020.12.9 0:00,4,6,10,36.7,7,10,11,18.1,16.4
24,15,2020.12.16 0:00,1,7,8,36.5,5,10,10,22,19.12
24,15,2020.12.16 0:00,2,6,7,41,5,11,10,24.5,19.02
24,15,2020.12.16 0:00,3,6,6,35.5,6,10,11,21.3,18.38
24,15,2020.12.16 0:00,4,5,6,36.7,7,10,11,18.1,16.43
24,16,2020.12.23 0:00,1,6,7,37,5,11,10,23,19.33
24,16,2020.12.23 0:00,2,3,6,41,5,11,10,24.7,19.1
24,16,2020.12.23 0:00,3,6,6,35.6,6,10,11,21.5,19.08
24,16,2020.12.23 0:00,4,4,5,36.7,7,10,11,18.1,16.62
24,17,2020.12.30 0:00,1,6,6,36.6,5,10,10,23,20.09
24,17,2020.12.30 0:00,2,3,3,41.1,5,11,10,24.7,19.11
24,17,2020.12.30 0:00,3,6,6,35.7,6,10,11,21.8,19.12
24,17,2020.12.30 0:00,4,3,4,36.7,7,10,12,21.3,17.54
24,18,2021.1.6 0:00,1,4,6,37.1,5,11,10,23.1,20.11
24,18,2021.1.6 0:00,2,2,3,41.2,5,11,10,24.7,19.66
24,18,2021.1.6 0:00,3,6,6,35.7,7,10,12,19.9,19.73
24,18,2021.1.6 0:00,4,9,3,41,7,7,14,18.2,21.93
24,19,2021.1.13 0:00,1,0,4,37.3,5,10,10,23.1,20.53
24,19,2021.1.13 0:00,2,4,2,41.4,5,11,10,24.8,20.04
24,19,2021.1.13 0:00,3,5,6,35.8,7,10,12,20,19.98
24,19,2021.1.13 0:00,4,1,9,36.7,7,10,13,17.6,17.9
24,20,2021.1.20 0:00,1,11,0,37.5,4,10,10,23.1,20.56
24,20,2021.1.20 0:00,2,8,4,41.5,5,11,10,24.5,20.82
24,20,2021.1.20 0:00,3,5,5,36,6,10,12,20.2,19.98
24,20,2021.1.20 0:00,4,4,1,36.6,8,10,14,11.7,18.93
24,21,2021.1.27 0:00,1,11,11,37.5,5,10,11,22.8,19.34
24,21,2021.1.27 0:00,2,12,8,41.6,6,11,11,26.4,21.9
24,21,2021.1.27 0:00,3,7,5,36.2,6,10,12,20.2,18.32
24,21,2021.1.27 0:00,4,9,4,36.5,8,10,14,12.6,19.03
24,22,2021.2.3 0:00,1,11,11,37.3,5,10,10,22.8,19.62
24,22,2021.2.3 0:00,2,10,12,41.8,7,11,12,19.4,22.29
24,22,2021.2.3 0:00,3,8,7,36.2,6,10,12,20.3,18.35
24,22,2021.2.3 0:00,4,11,9,36.3,8,10,14,12.6,19.52
24,23,2021.2.10 0:00,1,11,11,37.1,5,10,11,22.5,19.86
24,23,2021.2.10 0:00,2,10,10,42,6,11,12,19.8,22.08
24,23,2021.2.10 0:00,3,6,8,36.2,5,10,12,20.3,17.41
24,23,2021.2.10 0:00,4,10,11,36.3,8,10,15,13.1,18.87
24,24,2021.2.17 0:00,1,11,11,36.9,5,11,11,22.3,19.93
24,24,2021.2.17 0:00,2,10,10,42,6,11,12,20,22.08
24,24,2021.2.17 0:00,3,7,6,36.2,5,10,12,19.8,17.85
24,24,2021.2.17 0:00,4,16,10,35.2,8,12,16,15.3,19.8
24,25,2021.2.24 0:00,1,11,11,36.9,6,10.5,7.6,20.6,19.98
24,25,2021.2.24 0:00,2,10,10,42,7,9.6,7.6,19.9,22.09
24,25,2021.2.24 0:00,3,9,7,36.2,5,9.8,8.5,19.7,17.91
24,25,2021.2.24 0:00,4,20,16,35.2,9,6.2,5.1,14.9,20.16
24,26,2021.3.3 0:00,1,12,11,36.9,7,7.2,5.8,10.3,20.03
24,26,2021.3.3 0:00,2,10,10,42,7,9.6,7.6,19.9,22.11
24,26,2021.3.3 0:00,3,9,9,36.2,7,9,6.3,14.2,18
24,26,2021.3.3 0:00,4,21,20,27.5,9,8.6,7.5,16.3,20.18
24,27,2021.3.10 0:00,1,9,12,36.9,7,8.3,7.1,10.8,18.62
24,27,2021.3.10 0:00,2,10,10,42,7,8,5.7,14.4,20.71
24,27,2021.3.10 0:00,3,7,9,36.2,7,9.6,5.8,10.2,17.65
24,27,2021.3.10 0:00,4,17,21,27.8,9,9.5,7.9,15.3,20.02
24,28,2021.3.17 0:00,1,8,9,36.9,7,9.4,7.7,13.5,18.01
24,28,2021.3.17 0:00,2,11,10,42.2,8,6.1,5,12.3,19.26
24,28,2021.3.17 0:00,3,7,7,36.2,9,7.4,5.5,12.4,16.91
24,28,2021.3.17 0:00,4,17,17,27.8,9,9.7,7.9,15.3,19.98
24,29,2021.3.24 0:00,1,9,8,36.9,7,9.4,7.7,13.5,18.12
24,29,2021.3.24 0:00,2,12,11,30.1,8,8.5,6.6,19.1,20.91
24,29,2021.3.24 0:00,3,13,7,31.2,10,6.3,5.2,11.6,17.44
24,29,2021.3.24 0:00,4,27,17,27.5,11,8.4,6.3,15,20.07
24,30,2021.3.31 0:00,1,8,9,27.1,8,8.1,7.6,16.1,18.53
24,30,2021.3.31 0:00,2,13,12,33.8,8,9.4,7.1,22,21.15
24,30,2021.3.31 0:00,3,15,13,20,11,8.5,6.6,18.5,18.54
24,30,2021.3.31 0:00,4,18,27,27.7,11,5.6,5.2,13.6,20.49
25,4,2020.10.9 0:00,1,0,,28.5,5,10.2,3.6,15.2,10.08
25,4,2020.10.9 0:00,2,0,,30.7,6,7.7,2.7,12.9,11.02
25,4,2020.10.9 0:00,3,0,,27.7,5,7.3,2.9,14.6,12.05
25,4,2020.10.9 0:00,4,0,,29.3,5,5.8,2.5,8.9,11.3
25,5,2020.10.16 0:00,1,0,0,30.8,4,10.4,4.3,16.2,10.72
25,5,2020.10.16 0:00,2,0,0,28,4,10.1,4.3,13.1,11.72
25,5,2020.10.16 0:00,3,0,0,29.1,4,10.1,4,15.6,12.69
25,5,2020.10.16 0:00,4,0,0,25,4,8.8,4,11.9,11.58
25,6,2020.10.23 0:00,1,0,0,31.9,5,11.2,4.1,16.5,13.21
25,6,2020.10.23 0:00,2,0,0,29.5,5,9.5,4.5,15.7,13.5
25,6,2020.10.23 0:00,3,0,0,30.3,5,8.4,4,16.4,15.41
25,6,2020.10.23 0:00,4,0,0,26.4,5,9,4.1,11.6,12.84
25,7,2020.10.30 0:00,1,0,0,33.1,5,10.6,4.4,17.4,15.41
25,7,2020.10.30 0:00,2,1,0,32.3,5,9.5,4.2,14,14.8
25,7,2020.10.30 0:00,3,1,0,31.4,5,8,4.1,16,16.1
25,7,2020.10.30 0:00,4,0,0,27.4,5,9,4.1,13.6,14.8
25,8,2020.11.6 0:00,1,1,0,34.8,6,10.4,4.2,21,15.65
25,8,2020.11.6 0:00,2,6,1,37.5,6,11.3,4.6,17.5,15.98
25,8,2020.11.6 0:00,3,6,1,38.1,6,10.2,4.2,16.7,16.18
25,8,2020.11.6 0:00,4,2,0,34.2,5,7,4.2,12.5,15.16
25,9,2020.11.13 0:00,1,5,1,39.5,6,11,4.1,20.1,16.45
25,9,2020.11.13 0:00,2,10,6,39,7,11.1,4.9,22.5,16.79
25,9,2020.11.13 0:00,3,8,6,40.4,7,10.2,4.8,23.3,16.3
25,9,2020.11.13 0:00,4,4,2,40.3,6,10.6,4.2,19.4,15.45
25,10,2020.11.20 0:00,1,9,5,40.1,7,10.3,4.8,25,17.4
25,10,2020.11.20 0:00,2,10,10,39.5,8,8.5,4.1,23.9,16.98
25,10,2020.11.20 0:00,3,9,8,41.7,7,10.6,4.3,25.5,16.88
25,10,2020.11.20 0:00,4,5,4,41.3,4,11.2,4.5,19.5,15.6
25,11,2020.11.27 0:00,1,11,9,41.2,6,10.5,4.9,25.1,18.02
25,11,2020.11.27 0:00,2,9,10,40.2,7,8.4,4.1,24,17.27
25,11,2020.11.27 0:00,3,9,9,42,5,10.7,4.4,25.2,17.13
25,11,2020.11.27 0:00,4,5,5,41.8,5,10.6,4.8,23.4,16.96
25,12,2020.12.4 0:00,1,9,11,41.3,6,8.7,4.1,26.3,18.56
25,12,2020.12.4 0:00,2,8,9,40.2,7,8.5,4.2,24.5,17.58
25,12,2020.12.4 0:00,3,8,9,42.3,6,11.7,4.6,25.5,17.27
25,12,2020.12.4 0:00,4,3,5,42,5,11.2,4.9,23.5,17.59
25,13,2020.12.11 0:00,1,8,9,41.3,6,9,4.6,26.2,18.7
25,13,2020.12.11 0:00,2,6,8,40.5,8,9.2,4.1,21.2,17.76
25,13,2020.12.11 0:00,3,6,8,42.3,6,11,4.4,25.5,18.91
25,13,2020.12.11 0:00,4,2,3,42,5,11.2,5,23.5,17.26
25,14,2020.12.18 0:00,1,7,8,39,5,9,3.9,26.2,18.86
25,14,2020.12.18 0:00,2,4,6,40.5,7,9.4,4.1,21.2,17.77
25,14,2020.12.18 0:00,3,5,6,42.3,7,8.3,3.8,24.5,19.09
25,14,2020.12.18 0:00,4,2,2,42.3,5,11.3,5.1,23.5,17.56
25,15,2020.12.25 0:00,1,8,7,39.1,5,9,4,26.2,18.65
25,15,2020.12.25 0:00,2,4,4,40.5,7,9.4,4,21.8,18.74
25,15,2020.12.25 0:00,3,3,5,42.3,7,8.3,4,24.5,19.08
25,15,2020.12.25 0:00,4,0,2,42.3,6,10,4,25.6,18.35
25,16,2021.1.1 0:00,1,6,8,39.5,6,7.7,3.4,20.4,18.66
25,16,2021.1.1 0:00,2,3,4,38.9,7,6.4,2.8,14.5,18.79
25,16,2021.1.1 0:00,3,1,3,43.5,7,7,3.1,17.9,19.08
25,16,2021.1.1 0:00,4,0,0,42.4,7,9.1,4,22.3,18.39
