농가명,week,week_start_date,온도_외부_max,온도_외부_min,온도_외부_mean,온도_내부_max,온도_내부_min,온도_내부_mean,상대습도_내부_max,상대습도_내부_min,상대습도_내부_mean,잔존CO2_max,잔존CO2_min,잔존CO2_mean,토양온도_max,토양온도_min,토양온도_mean
34,33,2021-04-28 0:00,23.1,3.5,13.69493671,31.5,7,16.78544304,100,90.3,98.31265823,844,224,289.0316456,33.4,7.3,17.51708861
34,34,2021-05-05 0:00,23.6,2.1,14.99821429,31.9,3.9,17.14285714,100,88.4,98.40416667,403,251,288.5416667,34.1,3.9,17.56607143
34,35,2021-05-12 0:00,29.2,11,19.44702381,32.7,11,21.10178571,100,89.9,98.56547619,380,251,294.8333333,34.5,11.1,21.40059524
34,36,2021-05-19 0:00,28.2,12.5,17.0625,34.2,12.6,18.94861111,100,87.5,98.47777778,682,244,292.0277778,36.6,12.7,19.13333333
38,1,2020-09-15 0:00,25.6,10,19.17619048,38.4,10.8,22.40833333,100,82.1,99.19166667,446,312,364.3333333,33.1,21.5,26.37692308
38,2,2020-09-22 0:00,25.5,11.8,17.7125,38.9,13,21.55297619,100,71.2,98.00833333,438,349,385.0416667,,,
38,3,2020-09-29 0:00,26.4,10.1,17.11666667,38.4,11.3,20.98511905,100,70,98.16964286,452,340,384.8809524,37.2,37.2,37.2
38,4,2020-10-06 0:00,23.6,6.8,15.32678571,33,11.1,18.74702381,100,81,98.70357143,462,339,386.952381,37.2,30.4,34.58145695
38,5,2020-10-13 0:00,21.4,4.5,12.90833333,35.8,11.1,18.4952381,100,87.3,98.71845238,448,345,384.1845238,30.5,30.5,30.5
38,6,2020-10-20 0:00,21.4,4.7,11.53869048,36.3,12,18.97738095,100,29.8,79.76904762,573,348,423.3809524,30.5,30.5,30.5
38,7,2020-10-27 0:00,19.9,3.1,11.30059524,29.3,12.5,18.60892857,95.2,25,74.47797619,629,353,449.8095238,30.5,20,30.03820225
38,8,2020-11-03 0:00,20,-1.4,8.546428571,31,11.2,18.05892857,92.7,27.6,74.03452381,669,311,450,,,
38,9,2020-11-10 0:00,19.2,-0.2,8.821428571,28.7,10.7,17.97321429,97.7,30.8,74.98809524,647,333,458.2261905,,,
38,10,2020-11-17 0:00,20.8,0.1,12.05892857,26.7,10.8,17.88511905,98.2,51.5,89.13690476,540,321,417.8333333,39.8,36,38.56818182
38,11,2020-11-24 0:00,12.9,-2.3,5.967261905,27.1,8.9,15.40833333,97.7,37.7,80.83988095,623,333,426.8690476,39.8,37.5,38.89425287
38,12,2020-12-01 0:00,10.1,-4.9,2.966071429,27.6,7.8,14.02559524,95.4,40.9,84.59583333,564,306,415.5892857,39.9,34,38.18032787
38,13,2020-12-08 0:00,11.4,-5.4,2.382142857,27.2,5.6,12.88988095,95.9,67.2,88.39761905,533,309,427.0952381,39.9,37.9,39.0625
38,14,2020-12-15 0:00,6,-8.3,-1.766666667,27,4.3,11.67916667,94.5,71.3,88.0797619,565,325,406.1488095,39.9,36.8,38.15259259
38,15,2020-12-22 0:00,13,-5.4,2.382738095,26.8,5.3,12.90714286,96.4,71.3,89.93928571,543,315,428.3154762,39.8,36.4,37.46861314
38,16,2020-12-29 0:00,12,-8.4,-1.221428571,26.6,5.8,11.04880952,96,75.1,91.19107143,532,279,395.6607143,39.9,35,37.03821656
38,17,2021-01-05 0:00,2.7,-15.4,-5.403571429,25.4,2.8,9.735119048,97,74.4,91.2327381,599,277,410.422619,39.9,33.3,35.91168831
38,18,2021-01-12 0:00,13.6,-7.1,0.7375,26.9,6,12.69047619,97.5,57.4,88.98690476,1159,307,480.7440476,,,
38,19,2021-01-19 0:00,11.9,-8.4,4.316071429,28.1,4.8,12.85416667,98.8,70.8,91.5827381,1183,321,471.952381,,,
38,20,2021-01-26 0:00,10.5,-7.3,2.19702381,27.2,6.4,13.00714286,97.8,68.5,91.45535714,1048,320,504.8571429,,,
38,21,2021-02-02 0:00,12.6,-6.2,1.11497006,30.5,6.9,14.58143713,97,70.1,89.06886228,1046,320,460.4730539,27.7,11.5,24.71714286
38,22,2021-02-09 0:00,16.3,-6.4,3.983333333,31.3,2.4,14.83928571,97.6,66.1,88.57916667,1000,331,449.8869048,27.7,10,22.62857143
38,23,2021-02-16 0:00,18.6,-6,3.496428571,32.9,6.7,14.77857143,100,72.4,94.38988095,979,296,444.9345238,36.9,20.3,26.89230769
38,24,2021-02-23 0:00,15.1,-2.6,6.541666667,28.8,8.5,15.7827381,100,87.7,99.65357143,1021,285,435.3452381,37.6,16.1,23.41369863
38,25,2021-03-02 0:00,16.7,-3.8,5.957142857,31,8.6,16.25892857,100,86.5,99.5172619,510,305,399.7619048,22.9,22.9,22.9
38,26,2021-03-09 0:00,16.7,0.1,7.664880952,28.3,5.4,15.55952381,100,83.1,99.51130952,700,333,424.3392857,22.9,22.9,22.9
38,27,2021-03-16 0:00,15.6,-0.2,7.830357143,28.2,9.1,15.97738095,100,84.9,99.31071429,523,307,388.452381,23.8,10.6,22.51964286
38,28,2021-03-23 0:00,20.4,-0.1,10.22678571,30.2,7.6,15.79166667,100,85.3,99.26904762,506,247,380.5833333,35.7,10.6,17.49122807
38,29,2021-03-30 0:00,19.8,2.1,11.59880952,29.9,7.7,16.05654762,100,86.1,99.37916667,481,281,378.9345238,30.4,28.4,29.5
38,30,2021-04-06 0:00,21,1.8,10.97380952,27.9,7.2,15.59642857,100,90.1,99.55714286,474,278,381,,,
38,31,2021-04-13 0:00,19.1,-1.1,9.25,28.2,4,14.52440476,100,79.2,99.3547619,424,265,356.5297619,,,
38,32,2021-04-20 0:00,22.5,1.8,14.0172619,28.6,6.5,16.90833333,100,89.8,99.35892857,413,333,366.625,,,
38,33,2021-04-27 0:00,21.4,3.3,12.32857143,30.5,7.8,16.34404762,100,86.3,99.28690476,392,293,350.702381,,,
38,34,2021-05-04 0:00,23.4,2.5,14.08630952,34.9,6.2,17.8672619,100,88.4,99.28690476,395,204,351.9636364,,,
38,35,2021-05-11 0:00,25.4,11.1,17.75535714,32.3,13.2,21.0547619,100,91,99.49880952,420,202,346.2671756,,,
38,36,2021-05-18 0:00,25.7,10.3,16.56805556,34.7,12.8,20.31041667,100,89.6,99.46875,390,221,321.3263889,,,
49,1,2020-09-16 0:00,,,,,,,,,,,,,,,
49,2,2020-09-23 0:00,,,,,,,,,,,,,,,
49,3,2020-09-30 0:00,,,,,,,,,,,,,,,
49,4,2020-10-07 0:00,,,,29.1,13.2,19.02916667,90.5,34.3,73.32916667,819,350,583,27.6,15.8,20.36666667
49,5,2020-10-14 0:00,,,,27.5,10,17.58392857,95.8,34.8,74.35238095,948,372,615.0833333,26.3,13.1,18.68452381
49,6,2020-10-21 0:00,,,,28.3,9.6,17.58630952,96.1,24.2,74.2625,995,347,618.7559524,24.6,12.9,18.43511905
49,7,2020-10-28 0:00,,,,28.9,7.2,16.3577381,96.4,30.2,78.48035714,1051,380,711.6428571,23.8,11.1,17.2
49,8,2020-11-04 0:00,,,,29.2,6.1,15.47857143,95.6,22.8,74.73333333,954,366,629.3214286,24.1,10,16.50238095
49,9,2020-11-11 0:00,,,,30,5.6,15.51011905,96.1,28.8,77.98452381,1239,438,770.1607143,23.8,9.2,16.39880952
49,10,2020-11-18 0:00,,,,30.4,6.9,15.79642857,96.5,36,85.99702381,1134,325,610.2857143,25.1,10.5,16.47202381
49,11,2020-11-25 0:00,,,,31.1,6.8,14.3202381,97.2,33.8,83.78511905,1105,356,702.1607143,23.2,9.8,14.98392857
49,12,2020-12-02 0:00,,,,30.9,8.2,14.44285714,96.1,45.2,83.86607143,1176,381,787.1011905,21.8,10.4,14.79821429
49,13,2020-12-09 0:00,,,,32.2,6.5,13.82142857,96.9,39.7,84.75892857,1163,421,770.6369048,20.7,9.2,14.12202381
49,14,2020-12-16 0:00,,,,32.9,7,13.625,97.4,38,84.90059524,1053,381,730.3869048,22.4,9.3,13.71845238
49,15,2020-12-23 0:00,,,,34.2,8.2,14.51488095,98.1,48,87.71964286,1224,399,823.0178571,23.1,10.7,14.86785714
49,16,2020-12-30 0:00,,,,31.7,7.7,13.86904762,97.6,42.9,85.83869048,1133,388,773.375,25.7,9.8,14.62678571
49,17,2021-01-06 0:00,,,,33,7.5,13.63333333,96.2,42.4,84.0547619,1095,418,775.3988095,23.8,9.7,14.25833333
49,18,2021-01-13 0:00,,,,34.2,8.9,15.63630952,96.9,39.6,85.04642857,1187,447,843.9345238,24.7,10.5,15.7047619
49,19,2021-01-20 0:00,,,,34.9,9,14.88690476,98.3,41.3,90.4922619,1234,438,884.952381,22.3,11.1,15.13809524
49,20,2021-01-27 0:00,,,,36,8.9,15.77916667,97.6,35.2,83.55833333,1227,411,765.702381,23.9,11.5,16.01488095
49,21,2021-02-03 0:00,,,,32.5,8.5,16.09702381,95.9,33.6,80.41190476,1185,402,780.1011905,23.9,11.5,16.80952381
49,22,2021-02-10 0:00,,,,30.7,9.2,16.30595238,95.8,27.3,80.05595238,1268,455,814.7440476,28.1,12,17.39285714
49,23,2021-02-17 0:00,,,,30.6,8.5,16.01904762,95.4,29.3,73.57202381,1010,419,700.6130952,30.3,11,17.97440476
49,24,2021-02-24 0:00,,,,31.4,9.6,15.10714286,96.6,41.3,85.70416667,1031,321,707.125,26.9,11.2,16.01785714
49,25,2021-03-03 0:00,,,,33.9,9.8,16.45714286,96.7,32.9,82.3797619,1055,399,695.0416667,33.5,11.5,17.49880952
49,26,2021-03-10 0:00,,,,31.6,8.2,16.9077381,95.8,21.7,73.79821429,1058,504,733.4940476,30.2,11.9,18.38035714
49,27,2021-03-17 0:00,,,,30.8,9.9,17.53154762,96.2,21.2,75.48154762,1153,414,679.7678571,31.7,13,18.75
49,28,2021-03-24 0:00,,,,33.2,9.3,19.04345238,95.1,23.1,68.37202381,1058,454,691.0178571,32,13.2,20.48690476
49,29,2021-03-31 0:00,,,,29.2,9.2,17.43809524,95.9,29.3,77.3577381,1194,373,667.2142857,29.2,12.3,18.525
49,30,2021-04-07 0:00,,,,28.5,7.1,17.84285714,95.5,31.2,74.8297619,1107,364,629.1904762,28.1,10.5,19.07261905
49,31,2021-04-14 0:00,,,,33.5,9.6,19.17797619,93.4,19.3,64.775,1099,413,655.8988095,29.7,13.6,20.42619048
49,32,2021-04-21 0:00,,,,33.8,7.3,18.58214286,91.5,24.7,66.31428571,1068,394,628.5714286,29,11.8,19.8327381
49,33,2021-04-28 0:00,,,,30.6,9.4,19.25070423,91.7,24.4,62.80422535,946,391,546.4940476,30.8,13.1,20.39295775
49,34,2021-05-05 0:00,,,,34,9.3,20.01130952,93.7,21.7,58.01666667,724,374,523.7678571,32.7,13.7,21.09642857
49,35,2021-05-12 0:00,,,,31,12.1,19.2672619,94.7,44.8,81.7047619,740,432,584.2916667,29.1,14.9,19.94761905
49,36,2021-05-19 0:00,,,,39.5,14.6,22.22777778,94.9,25.8,69.78055556,680,385,573.0833333,34.3,16.8,22.86388889
52,1,2020-06-04 0:00,32.8,15.8,24.10714286,35.8,18.7,26.22678571,100,64.9,93.42202381,693,363,429.8809524,29.3,21.1,24.58333333
52,2,2020-06-11 0:00,32.1,16.9,24.27321429,39.5,19.4,27.34730539,98.4,34.4,83.52797619,583,354,417.172619,31.5,21.4,26.18452381
52,3,2020-06-18 0:00,31.4,16.3,22.34940476,35.8,18.5,25.25,98.7,46.1,88.11785714,603,333,400.8035714,32,20.4,24.92678571
52,4,2020-06-25 0:00,32.8,19.4,23.73452381,39.3,20.2,26.28809524,98.3,68.7,87.78392857,428,334,372.7321429,35.7,21.8,26.34047619
52,5,2020-07-02 0:00,30.8,16.9,22.49642857,37.1,18,24.76845238,97.9,74.5,89.60833333,420,328,366.2380952,30.8,20.2,24.59821429
52,6,2020-07-09 0:00,30.5,18.1,21.76607143,35.9,19.6,24.04940476,98.4,75.2,93.00833333,427,316,359.25,31.7,20.8,24.35357143
52,7,2020-07-16 0:00,30.3,18.5,23.78869048,38.4,20.1,26.27440476,98.3,69.5,91.1125,423,328,364.5654762,35.3,21,26.03988095
52,8,2020-07-23 0:00,28.6,20.1,22.71666667,36.9,20.9,24.98154762,99.2,75.3,95.36130952,421,315,368.1666667,30.4,21.4,24.66845238
52,9,2020-07-30 0:00,32.1,21.7,26.42619048,39.3,22.4,28.59285714,99.1,75.7,92.14880952,491,338,384.1428571,33.7,23.4,27.78333333
52,10,2020-08-06 0:00,30.4,22.8,25.79464286,37,23.9,27.22202381,99.2,78.8,95.68571429,450,340,369.625,31.2,24.3,26.73928571
52,11,2020-08-13 0:00,35.9,22.8,28.26666667,39.5,23.7,29.91401274,99.2,74.1,90.55892857,539,356,408.3154762,35.5,25.3,29.18333333
52,12,2020-08-20 0:00,35.6,21.5,27.05988024,39.3,22.4,29.09030303,98.7,74,91.29281437,530,349,405.5688623,34.1,24.4,28.24071856
52,13,2020-08-27 0:00,33.2,22.4,26.08392857,38.3,22.8,27.76204819,99.2,58.4,90.94107143,556,336,391.4047619,32.6,24,27.53988095
52,14,2020-09-03 0:00,29,16,22.07678571,36,17.3,24.15119048,99.5,52.1,88.19345238,507,316,381.3869048,30.2,19.7,23.73035714
52,15,2020-09-10 0:00,28.3,17.8,21.52142857,35.2,18.9,23.72321429,99.6,53.3,88.52083333,495,331,381.1547619,29.8,20.5,23.30059524
52,16,2020-09-17 0:00,26.6,10.3,17.8422619,31.4,11.2,20.26130952,99.4,44.1,85.89583333,455,316,361.9761905,27.2,15.5,20.30238095
52,17,2020-09-24 0:00,25.1,9.3,17.88630952,35.1,10.6,20.91130952,99,49.1,82.67619048,464,317,363.5952381,28.6,15.5,21.14464286
52,18,2020-10-01 0:00,26,8,17.77797619,35.6,9.8,20.79940476,100,44.4,81.6827381,467,293,360.5089286,27.2,14.5,20.6327381
52,19,2020-10-08 0:00,24.3,6.1,16.40535714,35.1,10.7,20.9297619,100,45.9,82.20238095,529,305,394.6845238,29.4,13.9,21.28035714
52,20,2020-10-15 0:00,22,4,12.45416667,34.6,8.5,18.28095238,99,42.6,84.76785714,553,305,423.8928571,29,13,19.45892857
52,21,2020-10-22 0:00,22.3,3.8,12.88154762,32.8,8.4,18.64166667,99.1,44.4,86.68333333,797,329,433.6428571,29.2,11.9,19.78511905
52,22,2020-10-29 0:00,19,-0.6,9.722619048,30.8,6.4,16.33452381,98.95,50.3,88.58839286,1303,315,472.9161677,27.7,10.6,17.84166667
52,23,2020-11-05 0:00,22.4,-2.9,9.004761905,28,6.8,15.17559524,99.1,72.1,90.8827381,1223,299,533.577381,24.4,9.5,16.6875
52,24,2020-11-12 0:00,21.7,-1.1,10.91676647,24.8,7.9,15.51437126,100,76.3,91.56646707,948,321,474.4011976,22.4,12.2,16.96526946
52,25,2020-11-19 0:00,22.3,0.6,9.429166667,24.4,7,14.14940476,100,78.5,93.62559524,785,294,401.4583333,22.5,11.7,15.83035714
52,26,2020-11-26 0:00,13.5,-3.5,5.082142857,25.6,7.5,13.61785714,100,77.3,95.27440476,1209,277,465.0654762,21.5,11.4,15.33333333
52,27,2020-12-03 0:00,11.9,-6,3.337106918,26.4,6.2,12.70503145,100,40.4,91.56981132,1242,287,510.5471698,19.5,10.4,14.54402516
52,28,2020-12-10 0:00,12.7,-7.2,1.65,23.8,6.6,12.3952381,96.1,47.8,84.89940476,1377,301,570.8012422,20.2,10.1,14.20119048
52,29,2020-12-17 0:00,8.8,-7.4,-0.105357143,22.1,7.3,12.38928571,98.8,52.1,85.19821429,1387,316,581.5810811,20.5,11.1,15.09940476
52,30,2020-12-24 0:00,13.1,-6.7,1.867261905,23.7,7.7,13.42797619,99,47,87.31130952,1340,284,620.6107784,22.7,11.8,16.38869048
52,31,2020-12-31 0:00,7.8,-7.8,-1.039285714,26.8,7.5,13.13869048,99,58.7,86.0875,1393,305,648.1488095,23.3,11.3,16.1077381
52,32,2021-01-07 0:00,12.2,-13.9,-4.555357143,26.7,7.2,12.75297619,97,54.4,83.68333333,1387,392,820.7454545,23.7,10.2,15.50238095
52,33,2021-01-14 0:00,16.3,-9.6,0.722619048,26.7,7.9,14.07857143,96.3,50,88.50892857,1373,347,711.870229,23.8,11.1,16.86071429
52,34,2021-01-21 0:00,13.8,-5.9,6.641666667,26.4,8.1,15.01071429,99.5,41.4,90.94166667,1396,343,859.2212389,25,12.9,17.57083333
52,35,2021-01-28 0:00,11.9,-8.4,1.366071429,26.6,8,14.94642857,97.4,44.6,84.09047619,1371,344,648.3825503,24.7,12.9,18.28154762
52,36,2021-02-04 0:00,15.7,-5.9,2.820833333,26.3,8,15.14821429,98.4,38.1,80.72916667,1323,343,673.1633987,24.7,13.2,18.4077381
52,37,2021-02-11 0:00,19.9,-5.3,4.02202381,30.2,8.7,15.1625,98.9,34.3,84.41547619,1387,323,617.0122699,23.8,13.2,17.82797619
52,38,2021-02-18 0:00,24,-7.5,5.657142857,30.7,8.1,15.48928571,100,31.8,85.02678571,1368,321,550.6545455,26,13.6,18.7547619
52,39,2021-02-25 0:00,15.3,-3.4,6.50952381,26.5,7.9,14.41428571,99,42.6,85.4797619,1382,300,617.283871,24,12.8,17.59821429
52,40,2021-03-04 0:00,18.7,-1,8.098809524,26,9.2,15.65178571,99,38.8,81.69940476,1260,306,575.195122,25.1,13.3,18.52380952
52,41,2021-03-11 0:00,20.6,0.5,10.10654762,25.9,6.5,15.1,99.1,34.1,76.23154762,1249,294,454.1845238,24.1,11.9,17.35654762
52,42,2021-03-18 0:00,19.2,-1.2,9.504166667,25.9,6.3,15.13809524,95.3,36.1,74.68095238,606,268,382.577381,25.3,12.3,17.71964286
52,43,2021-03-25 0:00,23.8,1.6,12.59702381,28.3,6,16.11488095,98.5,34.6,75.97261905,560,306,384.7619048,26.1,11.7,17.72083333
52,44,2021-04-01 0:00,22.2,1.2,13.35892857,28.6,4.2,16.02678571,99,35.8,73.90416667,418,281,342.8630952,24.4,10.2,17.425
52,45,2021-04-08 0:00,21.3,2.4,11.46607143,26.9,4.1,14.81488095,99,33.5,74.57738095,419,273,337.6369048,24.4,10.3,16.46011905
52,46,2021-04-15 0:00,26.4,0.7,13.17321429,32.8,5,16.86130952,100,36.2,93.08869048,541,322,390.8392857,26.4,10.4,18.07440476
52,47,2021-04-22 0:00,24.7,5.2,15.6125,31.1,6.3,17.60952381,97.5,38.5,68.87321429,423,283,346.9107143,25.1,11.9,18.43452381
52,48,2021-04-29 0:00,23.5,4,14.5827381,29.8,5.3,17.13214286,98.4,32.3,71.38869048,388,286,335.202381,25.6,11.4,18.16904762
52,49,2021-05-06 0:00,25.3,2.7,15.5297619,30,4.3,17.85963855,95.7,37,72.23095238,453,270,345.5059524,24.8,10.7,18.31011905
52,50,2021-05-13 0:00,30.4,11,20.05892857,34.6,11.6,21.67678571,100,36.1,87.35238095,446,321,371.4880952,28.1,16.4,21.60297619
52,51,2021-05-20 0:00,29.1,10.3,18.55448718,35.2,11.7,20.60576923,99,40.5,76.275,479,323,367.2307692,27.6,15.5,20.95897436
51,1,2020-09-12 0:00,26.7,11.5,19.39761905,30.1,12.6,21.22916667,99.9,91.6,99.08571429,390,308,336.2440476,30.5,12.1,20.94583333
51,2,2020-09-19 0:00,24.1,8.1,16.07305389,30,11.1,18.29281437,99.9,91.2,98.78083832,646,313,352.2035928,30.9,10.6,17.97005988
51,3,2020-09-26 0:00,24.9,7.6,16.25357143,31.4,11.4,19.04166667,99.9,89.8,98.47083333,704,312,372.077381,31.7,10.9,18.77380952
51,4,2020-10-03 0:00,26,4.7,15.57321429,31,8.9,18.33452381,99.9,82.4,98.44047619,753,300,356.047619,31.4,8.4,18.08571429
51,5,2020-10-10 0:00,22,2.9,12.40714286,27.1,8.1,16.64761905,99.9,88.4,98.34761905,747,304,370.4821429,27.8,7.8,16.35535714
51,6,2020-10-17 0:00,21,1.4,10.74880952,28.4,9.4,17.10178571,99.9,43.1,92.6922619,764,312,417.7440476,28.1,8.2,16.30119048
51,7,2020-10-24 0:00,21.5,-0.6,10.03154762,26.9,9.3,17.5327381,98.6,30.8,81.76488095,779,325,448.4404762,28.1,8.9,17.05297619
51,8,2020-10-31 0:00,16.6,-4.5,7.669047619,26,10,16.45,98.3,42.8,86.94464286,731,230,423.6845238,25.8,9,15.82797619
51,9,2020-11-07 0:00,20.8,-2.4,7.105357143,26.7,8.9,16.30416667,98.1,43.7,83.10416667,1256,304,445.0674847,27.1,8.5,16.13392857
51,10,2020-11-14 0:00,20.8,-0.4,11.13333333,26.4,10.1,16.68690476,99.4,54.3,91.31369048,1279,229,435.7738095,26.5,10.2,16.51904762
51,11,2020-11-21 0:00,12.8,-2.4,4.86547619,24.9,10.1,15.65238095,99.9,58.5,94.83452381,927,219,401.6309524,25.1,10,15.28333333
51,12,2020-11-28 0:00,10,-6.3,1.57202381,24.5,10.2,15.09702381,99.9,85.4,99.01785714,1296,275,498.8741722,24,10.2,14.6172619
51,13,2020-12-05 0:00,11.5,-7.8,1.602380952,24.7,10,14.31547619,99.9,75.6,97.4547619,1277,251,503.7394366,24.8,9.7,14.02083333
51,14,2020-12-12 0:00,8.8,-9.5,-2.102380952,24.1,10.2,13.48869048,98.4,68.4,89.08035714,1265,276,546.5210084,23.8,9.8,13.23809524
51,15,2020-12-19 0:00,9.6,-6.8,-0.673809524,23.5,10.2,13.66964286,96.6,63.9,89.4952381,1273,259,573.6901408,23.3,9.9,13.39285714
51,16,2020-12-26 0:00,11.2,-9.3,-1.368452381,23.8,10.3,13.46309524,98.6,67.4,91.96666667,1279,255,545.5915493,23,10,13.20833333
51,17,2021-01-02 0:00,5.8,-15.4,-4.501257862,24.2,10.2,13.16918239,98,72.2,90.42201258,1224,279,560.6771654,24.1,9.8,12.82955975
51,18,2021-01-09 0:00,13.2,-12.9,-1.369230769,26.8,10.3,14.68321678,97,70,90.48181818,1212,266,491.9921875,26.8,9.8,14.34195804
51,19,2021-01-16 0:00,11.4,-11.5,-0.419642857,27.5,10.4,15.04702381,98.6,69.8,92.2375,1290,259,506.6444444,27.3,9.9,14.64464286
51,20,2021-01-23 0:00,11.8,-8.7,3.125595238,27.9,10.5,15.4327381,98.7,66.3,92.98392857,1212,278,447.6932515,27.4,10.4,15.05535714
51,21,2021-01-30 0:00,10.7,-9.7,0.520958084,27.7,10.3,15.93652695,98.9,70.7,91.81197605,1263,258,498.7123288,27.2,10.1,15.46706587
51,22,2021-02-06 0:00,16.3,-7.2,1.906535948,28.3,10.6,17.16405229,98.3,66.1,91.54836601,1292,282,531.1407407,28.4,10.5,16.58039216
51,23,2021-02-13 0:00,18.8,-9.9,1.752739726,28.7,10.3,16.91164384,98.9,65.6,92.57671233,1261,287,479.0704225,28.1,10.2,16.51643836
51,24,2021-02-20 0:00,21.4,-2.6,6.396428571,28.4,10.4,16.70357143,98.9,71.8,93.04047619,1294,292,462.5705128,28.6,10.3,16.31845238
51,25,2021-02-27 0:00,18.7,-4.5,5.663690476,27.1,9.8,15.7952381,99.1,74.6,94.67440476,1074,277,476.827381,27.3,9.9,15.42619048
51,26,2021-03-06 0:00,16.2,-1.8,6.570833333,28,10,17.30059524,99.6,72.3,93.99642857,896,297,446.7142857,28.4,10,16.725
51,27,2021-03-13 0:00,18.5,-2.4,9.092857143,33.5,10.7,18.34251497,99.9,74.6,97.67916667,1144,316,479.1785714,32,10.7,17.57738095
51,28,2021-03-20 0:00,21.8,-3,7.997619048,31.3,9.1,17.79345238,99.9,85.4,99.12797619,1182,307,461.4753086,29.4,9.5,16.83630952
51,29,2021-03-27 0:00,21.8,0.3,11.96547619,31.9,10.9,19.32261905,99.9,92.3,99.3202381,838,319,435.9642857,29.3,10,18.13452381
51,30,2021-04-03 0:00,21.5,0.3,11.35,32.4,9.8,18.62083333,99.9,93.5,99.40654762,1269,263,452.2215569,30.3,9.2,17.22738095
51,31,2021-04-10 0:00,19.3,1,9.967226891,30.9,8.8,18.12857143,99.9,94.8,99.27142857,1239,283,488.4830508,27.2,8.5,16.73109244
