도,시군,품목,작기,농가명,조사일자,덩굴구분,개체번호,초장,마디수,평균절간장,줄기굵기,엽장,엽폭,엽수,암꽃수,착과수
경기,안성,오이,1,001,2020-02-20,,1,12.9,3,4.3,4.00,7.0,8.0,3,0,0
경기,안성,오이,1,001,2020-02-20,,2,10.4,3,3.5,5.20,7.4,9.0,3,0,0
경기,안성,오이,1,001,2020-02-20,,3,12.0,3,4.0,4.20,9.5,11.4,3,0,0
경기,안성,오이,1,001,2020-02-20,,4,12.0,4,3.0,5.40,9.5,12.4,4,0,0
경기,안성,오이,1,001,2020-02-27,,1,15.8,4,4.0,4.90,9.8,12.5,4,0,0
경기,안성,오이,1,001,2020-02-27,,2,14.0,4,3.5,6.30,11.2,14.8,4,0,0
경기,안성,오이,1,001,2020-02-27,,3,21.9,5,4.4,6.30,12.5,16.5,5,0,0
경기,안성,오이,1,001,2020-02-27,,4,17.6,5,3.5,6.60,12.5,16.2,5,0,0
경기,안성,오이,1,001,2020-03-05,,1,23.0,5,4.6,6.30,12.0,17.0,5,0,0
경기,안성,오이,1,001,2020-03-05,,2,22.4,5,4.5,7.30,14.0,18.0,5,0,0
경기,안성,오이,1,001,2020-03-05,,3,36.1,7,5.2,6.70,16.0,21.5,7,0,0
경기,안성,오이,1,001,2020-03-05,,4,27.5,6,4.6,6.60,13.8,20.5,6,0,0
경기,안성,오이,1,001,2020-03-12,,1,33.6,7,4.8,7.40,13.4,20.5,6,0,0
경기,안성,오이,1,001,2020-03-12,,2,34.3,7,4.9,8.00,16.0,22.0,6,0,0
경기,안성,오이,1,001,2020-03-12,,3,56.0,9,6.2,8.00,17.5,27.0,7,0,0
경기,안성,오이,1,001,2020-03-12,,4,40.2,8,5.0,8.00,16.4,24.2,6,0,0
경기,안성,오이,1,001,2020-03-19,,1,45.2,9,5.0,7.80,14.6,23.0,8,0,0
경기,안성,오이,1,001,2020-03-19,,2,53.6,10,5.4,9.40,17.6,27.5,9,0,0
경기,안성,오이,1,001,2020-03-19,,3,81.2,11,7.4,8.90,20.6,31.9,9,1,1
경기,안성,오이,1,001,2020-03-19,,4,56.6,10,5.7,9.00,19.0,29.0,8,0,0
경기,안성,오이,1,001,2020-04-09,,1,146.5,17,7.7,8.90,19.0,30.3,14,2,0
경기,안성,오이,1,001,2020-04-09,,2,164.5,19,8.7,10.40,24.0,36.0,13,2,0
경기,안성,오이,1,001,2020-04-09,,3,225.6,22,10.3,9.60,26.4,38.2,16,1,0
경기,안성,오이,1,001,2020-04-09,,4,160.7,19,8.5,9.60,19.8,32.0,12,1,0
경기,안성,오이,1,001,2020-04-16,,1,189.3,21,8.2,8.70,21.3,33.5,16,2,3
경기,안성,오이,1,001,2020-04-16,,2,213.5,23,9.3,10.20,24.7,35.0,15,1,0
경기,안성,오이,1,001,2020-04-16,,3,279.1,26,10.7,8.90,22.0,34.0,14,1,1
경기,안성,오이,1,001,2020-04-16,,4,203.6,23,8.9,8.40,22.2,32.8,15,0,2
경기,안성,오이,1,001,2020-04-23,,1,230.2,24,8.9,8.60,19.5,27.0,15,1,5
경기,안성,오이,1,001,2020-04-23,,2,262.2,28,9.4,9.40,21.2,30.0,17,1,7
경기,안성,오이,1,001,2020-04-23,,3,326.3,29,11.3,9.30,22.0,31.2,15,1,9
경기,안성,오이,1,001,2020-04-23,,4,240.9,26,9.3,7.60,21.0,31.0,15,2,5
경기,안성,오이,1,001,2020-04-29,,1,260.3,27,9.0,8.90,19.5,29.0,18,1,6
경기,안성,오이,1,001,2020-04-29,,2,295.7,31,9.5,9.60,20.0,29.8,19,2,8
경기,안성,오이,1,001,2020-04-29,,3,367.6,32,11.5,8.30,21.0,31.0,14,2,8
경기,안성,오이,1,001,2020-04-29,,4,275.0,29,9.5,8.60,20.4,30.6,18,2,6
경기,안성,오이,1,001,2020-05-08,,1,311.7,32,9.2,8.40,16.8,26.6,17,0,7
경기,안성,오이,1,001,2020-05-08,,2,356.3,37,9.6,7.80,17.0,26.0,22,2,5
경기,안성,오이,1,001,2020-05-08,,3,432.0,37,11.7,7.90,20.0,31.0,14,1,8
경기,안성,오이,1,001,2020-05-08,,4,337.2,33,10.2,7.10,18.8,28.4,16,0,7
경기,안성,오이,1,001,2020-05-14,,1,341.5,35,9.2,7.50,16.5,24.6,20,3,7
경기,안성,오이,1,001,2020-05-14,,2,382.3,40,9.6,7.70,15.4,22.0,25,2,6
경기,안성,오이,1,001,2020-05-14,,3,466.6,40,11.7,8.00,13.2,21.0,17,1,8
경기,안성,오이,1,001,2020-05-14,,4,372.0,36,10.3,7.60,19.4,30.0,19,1,8
경기,안성,오이,1,001,2020-05-21,,1,376.2,38,9.4,6.30,16.0,24.0,23,1,6
경기,안성,오이,1,001,2020-05-21,,2,394.0,41,9.6,6.90,13.5,21.2,10,0,6
경기,안성,오이,1,001,2020-05-21,,3,503.4,43,11.7,7.30,13.5,22.5,12,1,8
경기,안성,오이,1,001,2020-05-21,,4,415.4,40,10.4,7.20,19.6,29.2,16,1,9
경기,안성,오이,1,001,2020-05-28,,1,390.8,39,9.5,6.80,17.2,25.6,22,1,4
경기,안성,오이,1,001,2020-05-28,,2,,,,,,,,,
경기,안성,오이,1,001,2020-05-28,,3,509.8,43,11.9,8.10,7.2,16.0,9,1,5
경기,안성,오이,1,001,2020-05-28,,4,427.2,40,10.7,8.40,20.2,29.2,16,1,7
경기,안성,오이,1,001,2020-06-04,,1,390.8,39,9.5,7.00,17.0,26.5,12,0,7
경기,안성,오이,1,001,2020-06-04,,2,,,,,,,,,
경기,안성,오이,1,001,2020-06-04,,3,510.3,43,11.9,8.10,16.5,26.0,9,0,3
경기,안성,오이,1,001,2020-06-04,,4,427.2,40,10.7,8.90,19.4,30.0,13,0,4
경기,안성,오이,2,001,2020-06-18,,1,18.1,3,6.0,4.00,8.4,7.1,3,0,0
경기,안성,오이,2,001,2020-06-18,,2,17.0,4,4.2,5.80,14.0,15.5,4,0,0
경기,안성,오이,2,001,2020-06-18,,3,21.3,5,4.3,5.90,14.6,17.0,5,0,0
경기,안성,오이,2,001,2020-06-18,,4,16.7,3,5.6,5.10,9.2,12.5,3,0,0
경기,안성,오이,2,001,2020-06-25,,1,39.5,8,4.9,7.60,13.5,17.0,6,0,0
경기,안성,오이,2,001,2020-06-25,,2,65.2,11,5.9,7.90,18.5,22.2,9,0,0
경기,안성,오이,2,001,2020-06-25,,3,68.0,11,6.2,8.00,15.0,17.7,9,0,0
경기,안성,오이,2,001,2020-06-25,,4,43.9,9,4.9,7.70,13.4,17.0,8,0,0
경기,안성,오이,2,001,2020-07-02,,1,97.5,14,7.0,7.60,15.6,20.0,12,0,0
경기,안성,오이,2,001,2020-07-02,,2,131.9,18,7.3,7.50,18.0,23.6,16,0,0
경기,안성,오이,2,001,2020-07-02,,3,135.1,18,7.5,8.30,17.0,23.6,16,0,0
경기,안성,오이,2,001,2020-07-02,,4,107.8,16,6.7,7.20,18.2,26.3,15,0,0
경기,안성,오이,2,001,2020-07-09,,1,174.1,20,8.7,8.60,21.6,27.3,18,1,1
경기,안성,오이,2,001,2020-07-09,,2,167.1,20,8.4,8.90,21.0,25.3,18,2,4
경기,안성,오이,2,001,2020-07-09,,3,175.0,21,8.3,9.50,21.4,25.0,19,1,4
경기,안성,오이,2,001,2020-07-09,,4,169.4,20,8.5,8.10,24.5,31.0,19,2,2
경기,안성,오이,2,001,2020-07-16,,1,176.0,20,8.8,8.60,22.4,28.5,18,1,3
경기,안성,오이,2,001,2020-07-16,,2,167.4,20,8.4,9.60,22.0,25.6,17,0,4
경기,안성,오이,2,001,2020-07-16,,3,175.0,21,8.3,9.50,22.0,25.6,19,0,3
경기,안성,오이,2,001,2020-07-16,,4,169.5,20,8.5,8.80,25.0,31.8,16,0,4
경기,안성,오이,2,001,2020-07-23,,1,177.7,20,8.9,8.60,22.5,29.4,14,0,2
경기,안성,오이,2,001,2020-07-23,,2,167.4,20,8.4,9.60,22.0,28.0,17,0,0
경기,안성,오이,2,001,2020-07-23,,3,175.0,21,8.3,10.00,22.0,26.0,15,0,2
경기,안성,오이,2,001,2020-07-23,,4,169.5,20,8.5,9.00,25.5,29.4,14,0,2
경기,안성,오이,2,001,2020-07-30,,1,177.7,20,8.9,8.50,20.8,29.3,10,0,0
경기,안성,오이,2,001,2020-07-30,,2,167.4,20,8.4,9.90,22.0,28.0,16,0,0
경기,안성,오이,2,001,2020-07-30,,3,175.0,21,8.3,10.00,22.0,26.0,10,0,0
경기,안성,오이,2,001,2020-07-30,,4,169.5,20,8.5,9.30,25.5,29.4,12,0,1
경기,안성,오이,3,001,2020-09-17,,1,16.5,5,3.3,6.70,12.8,16.0,5,0,0
경기,안성,오이,3,001,2020-09-17,,2,22.2,6,3.7,7.50,14.0,18.5,6,0,0
경기,안성,오이,3,001,2020-09-17,,3,25.8,6,4.3,7.30,13.5,17.0,6,0,0
경기,안성,오이,3,001,2020-09-17,,4,28.3,6,4.7,7.10,14.2,17.3,6,0,0
경기,안성,오이,3,001,2020-09-23,,1,43.5,9,4.8,7.10,14.5,19.0,9,0,0
경기,안성,오이,3,001,2020-09-23,,2,53.0,9,5.9,6.70,16.6,21.5,9,0,0
경기,안성,오이,3,001,2020-09-23,,3,56.2,9,6.2,6.20,17.0,23.0,9,0,0
경기,안성,오이,3,001,2020-09-23,,4,64.2,10,6.4,7.40,19.5,26.2,10,0,0
경기,안성,오이,3,001,2020-10-08,,1,179.5,18,10.0,6.80,24.5,32.3,18,1,5
경기,안성,오이,3,001,2020-10-08,,2,175.7,18,9.8,8.40,24.5,34.3,18,1,5
경기,안성,오이,3,001,2020-10-08,,3,184.1,18,10.2,8.80,26.6,35.5,18,2,6
경기,안성,오이,3,001,2020-10-08,,4,202.8,19,10.7,8.10,27.1,34.6,18,1,7
경기,안성,오이,3,001,2020-10-15,,1,181.1,18,10.1,6.80,25.0,33.3,16,1,10
경기,안성,오이,3,001,2020-10-15,,2,178.7,18,9.9,8.40,24.8,34.0,15,1,11
경기,안성,오이,3,001,2020-10-15,,3,185.6,18,10.3,8.80,26.3,35.0,16,1,8
경기,안성,오이,3,001,2020-10-15,,4,203.3,19,10.7,8.20,26.3,37.5,17,1,10
경기,안성,오이,3,001,2020-10-22,,1,184.6,18,10.3,7.80,2.5,33.5,16,0,7
경기,안성,오이,3,001,2020-10-22,,2,186.0,18,10.3,8.30,26.4,34.6,15,0,9
경기,안성,오이,3,001,2020-10-22,,3,186.8,18,10.4,8.80,27.0,35.8,16,0,6
경기,안성,오이,3,001,2020-10-22,,4,205.7,19,10.8,9.10,26.2,35.5,17,0,8
경기,안성,오이,3,001,2020-10-29,,1,184.6,18,10.3,7.80,25.3,34.8,16,0,4
경기,안성,오이,3,001,2020-10-29,,2,186.0,18,10.3,8.30,26.4,34.8,14,0,7
경기,안성,오이,3,001,2020-10-29,,3,186.8,18,10.4,8.80,26.6,35.5,15,0,2
경기,안성,오이,3,001,2020-10-29,,4,205.7,19,10.8,9.10,28.0,37.7,16,0,3
경기,안성,오이,3,001,2020-11-05,,1,184.6,18,10.3,7.80,25.4,34.0,16,0,3
경기,안성,오이,3,001,2020-11-05,,2,186.0,18,10.3,8.30,25.2,34.4,14,0,2
경기,안성,오이,3,001,2020-11-05,,3,186.8,18,10.4,8.80,26.5,33.2,14,0,2
경기,안성,오이,3,001,2020-11-05,,4,205.7,19,10.8,9.10,28.2,37.0,16,0,2
경기,안성,오이,3,001,2020-11-12,,1,184.6,18,10.3,7.80,25.9,35.1,14,0,0
경기,안성,오이,3,001,2020-11-12,,2,186.0,18,10.3,8.30,23.7,34.2,13,0,0
경기,안성,오이,3,001,2020-11-12,,3,186.8,18,10.4,8.80,15.1,38.0,14,0,0
경기,안성,오이,3,001,2020-11-12,,4,205.7,19,10.8,9.10,28.0,37.5,8,0,0
경기,안성,오이,1,002,2021-03-18,,1,397.6,40,9.9,7.20,14.0,19.5,17,2,4
경기,안성,오이,1,002,2021-03-18,,2,409.2,40,10.2,7.30,14.8,20.2,25,0,4
경기,안성,오이,1,002,2021-03-18,,3,378.2,36,10.5,6.60,12.0,17.7,22,1,6
경기,안성,오이,1,002,2021-03-18,,4,481.5,44,10.9,6.50,12.5,20.7,29,0,7
경기,안성,오이,1,002,2021-03-25,,1,422.9,42,10.1,7.40,12.0,18.0,12,0,6
경기,안성,오이,1,002,2021-03-25,,2,435.7,43,10.1,6.40,13.8,18.8,20,1,6
경기,안성,오이,1,002,2021-03-25,,3,400.1,38,10.5,7.90,13.7,18.3,19,1,9
경기,안성,오이,1,002,2021-03-25,,4,507.9,47,10.8,5.60,14.6,22.5,15,0,8
경기,안성,오이,1,002,2021-04-01,,1,453.0,45,10.1,7.70,13.2,23.2,11,0,4
경기,안성,오이,1,002,2021-04-01,,2,462.0,46,10.0,8.90,11.5,16.5,22,1,4
경기,안성,오이,1,002,2021-04-01,,3,435.5,41,10.6,6.60,11.0,22.0,13,0,8
경기,안성,오이,1,002,2021-04-01,,4,545.0,50,10.9,6.60,14.6,26.0,17,1,8
경기,안성,오이,1,002,2021-04-08,,1,492.7,48,10.3,8.90,13.0,23.7,13,1,6
경기,안성,오이,1,002,2021-04-08,,2,496.6,48,10.3,8.90,10.0,18.5,13,2,6
경기,안성,오이,1,002,2021-04-08,,3,471.9,44,10.7,9.20,14.2,23.3,12,1,8
경기,안성,오이,1,002,2021-04-08,,4,585.9,54,10.8,1.02,14.0,22.6,20,1,8
경기,안성,오이,1,002,2021-04-14,,1,525.9,51,10.3,8.50,15.5,25.5,15,2,9
경기,안성,오이,1,002,2021-04-14,,2,527.3,51,10.3,8.20,14.0,22.0,14,1,9
경기,안성,오이,1,002,2021-04-14,,3,505.8,48,10.5,8.60,15.0,24.2,20,2,7
경기,안성,오이,1,002,2021-04-14,,4,621.4,57,10.9,2.65,15.5,25.0,23,0,8
경기,안성,오이,1,002,2021-04-22,,1,568.7,56,10.2,9.30,15.5,24.0,20,4,6
경기,안성,오이,1,002,2021-04-22,,2,572.2,55,10.4,8.20,13.0,20.5,17,3,6
경기,안성,오이,1,002,2021-04-22,,3,554.5,52,10.7,7.80,16.0,24.5,19,5,9
경기,안성,오이,1,002,2021-04-22,,4,661.6,60,11.0,8.30,16.0,22.2,22,3,7
경기,안성,오이,1,002,2021-04-29,,1,615.5,60,10.3,8.40,17.8,22.5,22,4,9
경기,안성,오이,1,002,2021-04-29,,2,625.0,59,10.6,7.10,16.5,24.0,22,3,9
경기,안성,오이,1,002,2021-04-29,,3,597.6,56,10.7,7.60,17.0,24.0,23,5,5
경기,안성,오이,1,002,2021-04-29,,4,729.8,65,11.2,5.60,18.0,23.5,27,2,10
경기,안성,오이,1,002,2021-05-07,,1,660.2,63,10.5,10.20,8.0,25.0,25,3,8
경기,안성,오이,1,002,2021-05-07,,2,681.6,64,10.6,8.90,17.0,24.0,3,0,8
경기,안성,오이,1,002,2021-05-07,,3,658.0,60,11.0,8.60,17.0,24.0,27,3,10
경기,안성,오이,1,002,2021-05-07,,4,761.0,67,11.4,7.20,17.5,25.0,26,3,9
경기,안성,오이,1,002,2021-05-13,,1,702.9,67,10.5,10.30,18.4,25.8,29,2,9
경기,안성,오이,1,002,2021-05-13,,2,719.1,69,10.4,7.50,20.0,25.3,23,3,9
경기,안성,오이,1,002,2021-05-13,,3,699.4,64,10.9,7.80,19.0,27.2,31,4,12
경기,안성,오이,1,002,2021-05-13,,4,804.7,71,11.3,7.90,17.3,26.6,30,2,11
경기,안성,오이,1,002,2021-05-20,,1,743.8,71,10.5,7.92,19.0,26.8,23,4,8
경기,안성,오이,1,002,2021-05-20,,2,734.0,70,10.5,8.52,19.0,28.4,19,3,8
경기,안성,오이,1,002,2021-05-20,,3,752.3,68,11.1,10.10,21.0,27.0,29,3,11
경기,안성,오이,1,002,2021-05-20,,4,855.7,74,11.6,7.96,20.5,27.6,27,3,9
경기,안성,오이,1,002,2021-05-26,,1,780.2,74,10.5,6.90,16.0,26.7,21,3,7
경기,안성,오이,1,002,2021-05-26,,2,770.4,72,10.7,8.10,16.0,19.5,11,3,7
경기,안성,오이,1,002,2021-05-26,,3,789.0,72,11.0,9.25,21.0,31.0,24,3,10
경기,안성,오이,1,002,2021-05-26,,4,895.9,77,11.6,7.14,21.0,28.5,22,2,9
경기,안성,오이,1,002,2021-06-03,,1,848.1,80,10.6,7.96,18.1,23.4,23,5,10
경기,안성,오이,1,002,2021-06-03,,2,822.8,76,10.8,8.69,16.1,21.1,17,3,10
경기,안성,오이,1,002,2021-06-03,,3,851.1,76,11.2,8.32,20.1,28.2,19,3,14
경기,안성,오이,1,002,2021-06-03,,4,956.3,81,11.8,6.99,20.7,28.1,19,3,11
경기,안성,오이,1,002,2021-06-10,,1,919.6,85,10.8,7.84,17.1,25.0,21,6,10
경기,안성,오이,1,002,2021-06-10,,2,868.4,81,10.7,8.69,16.1,21.0,17,5,10
경기,안성,오이,1,002,2021-06-10,,3,908.4,82,11.1,7.82,20.8,27.5,20,4,13
경기,안성,오이,1,002,2021-06-10,,4,1015.7,87,11.7,6.52,19.2,29.8,21,4,11
경기,안성,오이,1,002,2021-06-24,,1,1035.6,94,11.0,8.20,19.0,26.0,25,0,14
경기,안성,오이,1,002,2021-06-24,,2,998.5,91,11.0,7.78,15.7,23.0,21,1,14
경기,안성,오이,1,002,2021-06-24,,3,1031.0,93,11.1,8.42,20.0,28.4,29,2,14
경기,안성,오이,1,002,2021-06-24,,4,1133.5,97,11.7,8.03,18.4,29.2,29,1,14
경기,안성,오이,1,002,2021-07-01,,1,1046.2,94,11.1,8.66,19.3,26.2,23,0,11
경기,안성,오이,1,002,2021-07-01,,2,983.1,89,11.0,7.33,16.4,22.9,16,0,11
경기,안성,오이,1,002,2021-07-01,,3,1043.8,93,11.2,8.42,20.0,28.4,25,2,10
경기,안성,오이,1,002,2021-07-01,,4,1151.0,97,11.9,7.66,22.2,26.8,28,1,10
경기,안성,오이,1,006,2021-03-17,,1,673.6,58,11.6,6.20,19.0,26.2,19,3,6
경기,안성,오이,1,006,2021-03-17,,2,880.0,69,12.8,8.00,25.0,33.8,26,4,3
경기,안성,오이,1,006,2021-03-17,,3,536.0,43,12.5,6.80,19.9,26.0,19,2,5
경기,안성,오이,1,006,2021-03-17,,4,725.3,61,11.9,7.80,23.8,30.0,19,2,5
경기,안성,오이,1,006,2021-03-25,,1,703.3,60,11.7,6.90,20.7,27.1,19,2,9
경기,안성,오이,1,006,2021-03-25,,2,930.5,73,12.7,8.20,24.2,32.6,22,3,10
경기,안성,오이,1,006,2021-03-25,,3,585.0,47,12.4,7.00,21.9,28.6,18,2,13
경기,안성,오이,1,006,2021-03-25,,4,761.2,64,11.9,7.80,23.5,30.5,17,3,7
경기,안성,오이,1,006,2021-04-01,,1,732.8,62,11.8,5.90,14.0,21.2,17,2,6
경기,안성,오이,1,006,2021-04-01,,2,978.2,76,12.9,7.80,23.2,33.7,20,3,8
경기,안성,오이,1,006,2021-04-01,,3,601.0,48,12.5,6.20,18.9,23.5,16,3,7
경기,안성,오이,1,006,2021-04-01,,4,793.4,66,12.0,7.60,21.8,28.3,18,3,7
경기,안성,오이,1,006,2021-04-08,,1,758.2,64,11.8,6.30,17.0,23.8,15,2,6
경기,안성,오이,1,006,2021-04-08,,2,1025.0,79,13.0,8.20,23.5,34.6,20,4,8
경기,안성,오이,1,006,2021-04-08,,3,643.0,51,12.6,6.50,19.4,25.2,16,2,7
경기,안성,오이,1,006,2021-04-08,,4,826.1,68,12.1,7.00,18.3,27.7,17,2,7
경기,안성,오이,1,006,2021-04-14,,1,772.9,66,11.7,5.40,16.7,23.7,16,3,5
경기,안성,오이,1,006,2021-04-14,,2,1057.0,81,13.0,9.10,25.0,35.2,17,2,7
경기,안성,오이,1,006,2021-04-14,,3,671.0,54,12.4,7.50,21.4,28.2,16,2,5
경기,안성,오이,1,006,2021-04-14,,4,861.0,70,12.3,8.40,24.5,35.2,13,3,6
경기,안성,오이,1,006,2021-04-22,,1,799.4,69,11.6,6.70,16.0,23.3,8,3,6
경기,안성,오이,1,006,2021-04-22,,2,1088.0,85,12.8,8.10,20.5,26.7,14,5,9
경기,안성,오이,1,006,2021-04-22,,3,698.6,57,12.3,6.90,21.1,26.7,15,5,6
경기,안성,오이,1,006,2021-04-22,,4,894.8,74,12.1,8.00,23.3,33.5,15,3,7
경기,안성,오이,1,006,2021-04-29,,1,833.0,72,11.6,6.90,16.0,23.7,10,2,6
경기,안성,오이,1,006,2021-04-29,,2,1130.7,89,12.7,8.00,19.2,26.5,16,3,7
경기,안성,오이,1,006,2021-04-29,,3,741.0,61,12.1,6.90,19.5,25.6,15,3,8
경기,안성,오이,1,006,2021-04-29,,4,919.8,77,11.9,6.80,19.3,28.3,13,3,8
경기,안성,오이,1,006,2021-05-07,,1,874.9,76,11.5,6.70,15.7,21.0,11,3,2
경기,안성,오이,1,006,2021-05-07,,2,1172.0,93,12.6,7.87,18.3,26.8,18,3,4
경기,안성,오이,1,006,2021-05-07,,3,783.9,64,12.2,6.94,19.4,27.8,15,3,6
경기,안성,오이,1,006,2021-05-07,,4,945.7,80,11.8,6.81,20.3,28.8,15,2,7
경기,안성,오이,1,006,2021-05-13,,1,909.7,79,11.5,7.45,21.7,27.7,14,3,3
경기,안성,오이,1,006,2021-05-13,,2,1203.9,96,12.5,7.17,19.5,27.9,21,5,4
경기,안성,오이,1,006,2021-05-13,,3,817.1,67,12.2,7.34,17.4,22.7,18,4,4
경기,안성,오이,1,006,2021-05-13,,4,966.3,84,11.5,7.90,15.0,28.7,19,5,6
경기,안성,오이,1,006,2021-05-20,,1,960.3,83,11.6,7.01,20.8,27.7,15,2,6
경기,안성,오이,1,006,2021-05-20,,2,1246.0,100,12.5,8.79,16.6,26.2,23,2,9
경기,안성,오이,1,006,2021-05-20,,3,869.2,71,12.2,7.27,17.4,22.7,16,2,8
경기,안성,오이,1,006,2021-05-20,,4,994.7,88,11.3,7.38,15.0,28.7,21,3,10
경기,안성,오이,1,006,2021-05-26,,1,989.6,85,11.6,8.37,20.2,27.2,16,4,5
경기,안성,오이,1,006,2021-05-26,,2,1285.7,103,12.5,8.18,18.0,28.5,21,4,6
경기,안성,오이,1,006,2021-05-26,,3,907.8,74,12.3,6.60,18.6,25.5,18,4,8
경기,안성,오이,1,006,2021-05-26,,4,1025.7,91,11.3,7.68,16.5,26.3,19,3,7
경기,안성,오이,1,006,2021-06-03,,1,1042.7,90,11.6,8.09,19.0,27.4,20,5,6
경기,안성,오이,1,006,2021-06-03,,2,1341.1,107,12.5,7.25,19.0,25.3,22,4,8
경기,안성,오이,1,006,2021-06-03,,3,960.8,78,12.3,7.84,18.2,25.6,18,5,9
경기,안성,오이,1,006,2021-06-03,,4,1069.6,95,11.3,7.35,16.6,21.0,22,3,9
경기,안성,오이,1,006,2021-06-10,,1,1089.9,94,11.6,8.38,17.6,24.3,22,5,9
경기,안성,오이,1,006,2021-06-10,,2,1394.3,111,12.6,7.97,16.5,24.0,23,5,7
경기,안성,오이,1,006,2021-06-10,,3,1015.7,82,12.4,7.63,19.2,24.0,20,4,7
