도,시군,품목,작기,농가명,조사일자,덩굴구분,개체번호,초장,마디수,평균절간장,줄기굵기,엽장,엽폭,엽수,암꽃수,착과수
경기,안성,오이,1,006,2021-06-10,,4,1051.1,92,11.4,7.49,13.4,23.2,18,0,7
경기,안성,오이,1,006,2021-06-24,,1,1168.9,99,11.8,7.95,20.0,30.8,21,1,11
경기,안성,오이,1,006,2021-06-24,,2,1459.2,115,12.7,8.90,20.1,28.2,26,0,10
경기,안성,오이,1,006,2021-06-24,,3,1071.4,86,12.5,7.99,20.0,26.7,20,0,14
경기,안성,오이,1,006,2021-06-24,,4,1051.3,92,11.4,7.87,18.5,26.5,15,0,3
경기,안성,오이,1,006,2021-07-01,,1,1156.1,98,11.8,7.80,19.2,27.3,16,0,3
경기,안성,오이,1,006,2021-07-01,,2,1458.7,115,12.7,8.92,20.9,27.6,17,0,4
경기,안성,오이,1,006,2021-07-01,,3,1071.4,86,12.5,8.45,20.8,28.2,18,0,4
경기,안성,오이,1,006,2021-07-01,,4,1051.3,92,11.4,7.90,12.3,29.7,12,0,0
경기,안성,오이,2,008,2020-11-12,,1,37.7,7,5.4,7.90,19.5,28.2,7,0,0
경기,안성,오이,2,008,2020-11-12,,2,29.2,5,5.8,8.30,21.2,25.1,5,0,0
경기,안성,오이,2,008,2020-11-12,,3,44.6,6,7.4,6.90,21.3,29.5,6,1,0
경기,안성,오이,2,008,2020-11-12,,4,47.4,7,6.8,8.70,20.7,28.0,7,2,0
경기,안성,오이,2,008,2020-11-19,,1,72.1,10,7.2,9.60,22.3,34.6,10,0,0
경기,안성,오이,2,008,2020-11-19,,2,49.8,6,8.3,7.10,23.0,32.1,6,0,0
경기,안성,오이,2,008,2020-11-19,,3,77.2,10,7.7,10.20,24.0,32.8,10,0,0
경기,안성,오이,2,008,2020-11-19,,4,84.1,11,7.6,7.90,25.2,36.1,11,0,0
경기,안성,오이,2,008,2020-11-26,,1,93.0,12,7.8,9.60,22.7,24.9,12,3,0
경기,안성,오이,2,008,2020-11-26,,2,68.0,8,8.5,7.80,24.1,34.6,8,3,0
경기,안성,오이,2,008,2020-11-26,,3,96.8,12,8.1,10.20,24.9,35.1,12,3,0
경기,안성,오이,2,008,2020-11-26,,4,108.2,13,8.3,8.70,26.3,38.6,13,2,0
경기,안성,오이,2,008,2020-12-03,,1,124.7,15,8.3,9.80,23.4,34.8,15,1,4
경기,안성,오이,2,008,2020-12-03,,2,94.2,11,8.6,8.20,24.9,35.3,11,2,3
경기,안성,오이,2,008,2020-12-03,,3,118.2,14,8.4,8.70,24.3,37.0,14,2,4
경기,안성,오이,2,008,2020-12-03,,4,144.4,17,8.5,9.90,24.3,37.2,17,2,3
경기,안성,오이,2,008,2020-12-10,,1,158.8,19,8.4,10.00,27.5,35.7,17,4,5
경기,안성,오이,2,008,2020-12-10,,2,118.4,14,8.5,9.40,25.5,32.7,14,1,5
경기,안성,오이,2,008,2020-12-10,,3,146.0,17,8.6,10.30,27.3,35.5,17,2,6
경기,안성,오이,2,008,2020-12-10,,4,181.9,21,8.7,11.00,25.5,37.0,21,2,6
경기,안성,오이,2,008,2020-12-17,,1,183.2,21,8.7,8.90,27.5,39.1,18,2,7
경기,안성,오이,2,008,2020-12-17,,2,139.2,16,8.7,9.00,27.7,38.0,16,2,5
경기,안성,오이,2,008,2020-12-17,,3,161.5,19,8.5,10.20,27.8,35.1,17,1,7
경기,안성,오이,2,008,2020-12-17,,4,197.5,23,8.6,9.90,25.7,35.0,21,2,6
경기,안성,오이,2,008,2020-12-24,,1,204.7,23,8.9,9.70,24.8,33.1,20,2,8
경기,안성,오이,2,008,2020-12-24,,2,155.7,18,8.7,10.00,24.8,34.0,16,2,6
경기,안성,오이,2,008,2020-12-24,,3,165.7,20,8.3,11.40,24.1,34.5,18,3,6
경기,안성,오이,2,008,2020-12-24,,4,228.4,25,9.1,11.60,24.0,31.3,23,2,6
경기,안성,오이,2,008,2020-12-30,,1,226.2,25,9.0,10.00,23.0,29.9,21,3,9
경기,안성,오이,2,008,2020-12-30,,2,172.9,20,8.6,10.30,23.2,30.0,18,3,5
경기,안성,오이,2,008,2020-12-30,,3,180.6,22,8.2,10.60,22.2,28.7,20,3,4
경기,안성,오이,2,008,2020-12-30,,4,253.0,27,9.4,11.50,22.8,29.3,24,3,6
경기,안성,오이,2,008,2021-01-14,,1,285.6,31,9.2,10.30,23.0,30.0,27,1,13
경기,안성,오이,2,008,2021-01-14,,2,218.6,25,8.7,9.40,19.2,24.0,24,0,10
경기,안성,오이,2,008,2021-01-14,,3,224.2,27,8.3,10.90,23.5,30.3,22,1,8
경기,안성,오이,2,008,2021-01-14,,4,324.4,34,9.5,10.10,23.0,31.0,29,1,11
경기,안성,오이,2,008,2021-01-21,,1,317.9,34,9.3,9.50,14.2,13.4,27,2,14
경기,안성,오이,2,008,2021-01-21,,2,239.0,27,8.9,8.40,22.7,27.1,22,0,10
경기,안성,오이,2,008,2021-01-21,,3,253.9,30,8.5,8.80,20.6,25.9,24,0,9
경기,안성,오이,2,008,2021-01-21,,4,356.9,37,9.6,8.80,23.3,33.4,26,1,15
경기,안성,오이,2,008,2021-01-28,,1,345.4,37,9.3,8.70,22.5,30.0,21,1,14
경기,안성,오이,2,008,2021-01-28,,2,259.0,30,8.6,7.30,18.9,26.0,23,1,8
경기,안성,오이,2,008,2021-01-28,,3,268.3,32,8.4,7.90,19.4,28.1,21,0,8
경기,안성,오이,2,008,2021-01-28,,4,374.5,39,9.6,8.20,21.2,28.6,23,0,6
경기,안성,오이,2,008,2021-02-05,,1,364.6,39,9.3,7.30,19.0,29.5,19,1,8
경기,안성,오이,2,008,2021-02-05,,2,281.8,33,8.5,7.50,19.0,23.9,25,1,6
경기,안성,오이,2,008,2021-02-05,,3,290.8,35,8.3,6.60,17.1,23.0,22,1,4
경기,안성,오이,2,008,2021-02-05,,4,413.5,43,9.6,7.90,19.0,30.0,25,1,11
경기,안성,오이,2,008,2021-02-10,,1,401.2,42,9.6,7.60,23.0,30.0,20,1,10
경기,안성,오이,2,008,2021-02-10,,2,293.5,34,8.6,7.50,19.0,25.9,26,1,5
경기,안성,오이,2,008,2021-02-10,,3,305.3,37,8.3,8.60,18.9,24.6,24,1,6
경기,안성,오이,2,008,2021-02-10,,4,431.6,45,9.6,9.10,20.9,30.0,22,1,6
경기,안성,오이,2,008,2021-02-18,,1,435.9,45,9.7,7.30,22.0,30.5,20,2,9
경기,안성,오이,2,008,2021-02-18,,2,316.6,37,8.6,7.20,17.5,22.6,22,1,8
경기,안성,오이,2,008,2021-02-18,,3,320.8,39,8.2,7.30,16.6,23.4,21,1,5
경기,안성,오이,2,008,2021-02-18,,4,465.9,48,9.7,7.20,21.0,30.0,22,1,6
경기,안성,오이,2,008,2021-02-25,,1,467.6,47,9.9,7.60,22.6,33.0,18,1,6
경기,안성,오이,2,008,2021-02-25,,2,331.8,39,8.5,7.30,16.9,25.0,23,2,6
경기,안성,오이,2,008,2021-02-25,,3,337.8,41,8.2,7.70,18.9,24.3,21,1,5
경기,안성,오이,2,008,2021-02-25,,4,495.9,51,9.7,7.50,17.9,30.6,24,1,9
경기,안성,오이,2,008,2021-03-04,,1,492.3,49,10.0,8.20,23.4,33.0,19,1,7
경기,안성,오이,2,008,2021-03-04,,2,348.0,41,8.5,7.90,15.6,25.5,24,0,6
경기,안성,오이,2,008,2021-03-04,,3,352.1,43,8.2,7.70,16.0,21.5,22,0,5
경기,안성,오이,2,008,2021-03-04,,4,522.4,53,9.9,7.50,20.0,30.9,23,0,6
경기,안성,오이,2,008,2021-03-10,,1,513.5,51,10.1,8.10,22.0,31.0,20,0,8
경기,안성,오이,2,008,2021-03-10,,2,360.9,42,8.6,8.00,15.6,24.0,22,0,6
경기,안성,오이,2,008,2021-03-10,,3,365.2,44,8.3,7.00,15.5,21.5,22,0,5
경기,안성,오이,2,008,2021-03-10,,4,545.6,55,9.9,7.60,18.0,29.0,22,1,6
경기,안성,오이,2,008,2021-03-18,,1,551.9,54,10.2,9.40,24.0,34.2,18,0,7
경기,안성,오이,2,008,2021-03-18,,2,384.7,44,8.7,7.00,17.0,24.7,20,0,5
경기,안성,오이,2,008,2021-03-18,,3,388.4,46,8.4,7.80,17.0,25.5,20,0,5
경기,안성,오이,2,008,2021-03-18,,4,572.2,58,9.9,9.50,22.0,28.0,21,1,3
경기,안성,오이,2,008,2021-03-25,,1,575.7,56,10.3,7.40,24.0,34.2,20,1,8
경기,안성,오이,2,008,2021-03-25,,2,403.2,46,8.8,9.20,14.2,21.3,19,0,5
경기,안성,오이,2,008,2021-03-25,,3,397.7,48,8.3,7.70,17.2,22.2,19,0,3
경기,안성,오이,2,008,2021-03-25,,4,588.5,58,10.1,9.70,21.1,29.0,19,1,4
경기,안성,오이,2,008,2021-04-01,,1,611.5,60,10.2,8.50,19.0,30.0,19,1,6
경기,안성,오이,2,008,2021-04-01,,2,421.0,47,9.0,7.30,17.5,22.7,15,0,5
경기,안성,오이,2,008,2021-04-01,,3,415.2,49,8.5,7.60,16.0,24.0,19,0,3
경기,안성,오이,2,008,2021-04-01,,4,628.1,63,10.0,8.80,22.3,32.0,19,0,4
경기,안성,오이,2,008,2021-04-08,,1,636.8,62,10.3,8.90,21.0,26.5,16,1,7
경기,안성,오이,2,008,2021-04-08,,2,438.5,50,8.8,7.60,19.0,24.0,11,1,6
경기,안성,오이,2,008,2021-04-08,,3,432.4,51,8.5,7.20,13.0,20.0,13,0,4
경기,안성,오이,2,008,2021-04-08,,4,658.6,66,10.0,8.80,22.3,32.0,22,1,4
경기,안성,오이,2,008,2021-04-14,,1,664.6,65,10.2,8.40,20.0,25.0,16,1,7
경기,안성,오이,2,008,2021-04-14,,2,458.7,52,8.8,8.10,18.7,22.5,10,1,5
경기,안성,오이,2,008,2021-04-14,,3,449.6,53,8.5,9.10,17.5,28.0,10,1,6
경기,안성,오이,2,008,2021-04-14,,4,684.6,69,9.9,10.30,19.0,27.7,19,2,4
경기,안성,오이,2,008,2021-04-22,,1,698.6,68,10.3,7.80,20.0,24.0,15,4,8
경기,안성,오이,2,008,2021-04-22,,2,497.6,56,8.9,7.60,20.0,23.0,11,5,4
경기,안성,오이,2,008,2021-04-22,,3,489.3,58,8.4,8.50,16.0,25.5,12,5,4
경기,안성,오이,2,008,2021-04-22,,4,724.5,73,9.9,9.80,19.0,27.0,23,5,4
경기,안성,오이,2,008,2021-04-29,,1,716.1,69,10.4,7.30,19.5,27.0,12,3,7
경기,안성,오이,2,008,2021-04-29,,2,503.5,56,9.0,8.90,21.0,28.5,8,2,6
경기,안성,오이,2,008,2021-04-29,,3,524.3,61,8.6,7.60,22.5,26.0,12,3,5
경기,안성,오이,2,008,2021-04-29,,4,757.6,76,10.0,9.60,21.0,29.5,24,4,4
경기,안성,오이,2,008,2021-05-07,,1,,,,,,,,,
경기,안성,오이,2,008,2021-05-07,,2,,,,,,,,,
경기,안성,오이,2,008,2021-05-07,,3,563.7,66,8.5,9.47,23.0,17.0,20,0,5
경기,안성,오이,2,008,2021-05-07,,4,794.6,79,10.1,9.07,22.0,32.0,22,4,1
경기,안성,오이,2,008,2021-05-13,,3,593.8,68,8.7,8.84,24.0,32.0,19,4,5
경기,안성,오이,2,008,2021-05-13,,4,826.8,82,10.1,8.13,24.0,32.5,24,3,3
경기,안성,오이,2,008,2021-05-20,,3,638.7,73,8.7,7.65,23.0,31.0,24,2,13
경기,안성,오이,2,008,2021-05-20,,4,869.2,87,10.0,9.73,22.0,31.0,30,3,10
경기,안성,오이,2,008,2021-05-26,,3,665.7,75,8.9,8.45,22.0,30.0,26,2,8
경기,안성,오이,2,008,2021-05-26,,4,887.3,88,10.1,8.02,21.0,29.0,29,2,6
경기,안성,오이,2,008,2021-06-03,,3,697.2,77,9.1,8.45,22.0,30.0,23,2,7
경기,안성,오이,2,008,2021-06-03,,4,917.8,90,10.2,8.09,22.5,30.0,24,1,1
경기,안성,오이,2,008,2021-06-10,,3,698.7,77,9.1,8.41,23.0,29.0,22,0,8
경기,안성,오이,2,008,2021-06-10,,4,919.2,90,10.2,8.23,22.5,30.0,18,1,4
경기,안성,오이,1,009,2021-03-23,,1,475.9,49,9.7,7.30,17.3,23.0,17,0,5
경기,안성,오이,1,009,2021-03-23,,2,513.1,51,10.1,7.70,17.4,25.2,24,1,4
경기,안성,오이,1,009,2021-03-23,,3,556.1,55,10.1,7.50,13.5,18.5,24,0,6
경기,안성,오이,1,009,2021-03-23,,4,566.0,56,10.1,7.40,16.0,21.0,26,0,5
경기,안성,오이,1,009,2021-03-30,,1,499.5,51,9.8,9.30,18.2,23.3,19,0,7
경기,안성,오이,1,009,2021-03-30,,2,545.7,54,10.1,6.70,18.0,23.0,22,1,7
경기,안성,오이,1,009,2021-03-30,,3,585.0,57,10.3,7.70,17.5,26.0,16,0,8
경기,안성,오이,1,009,2021-03-30,,4,600.6,59,10.2,8.10,16.0,22.7,20,0,8
경기,안성,오이,1,009,2021-04-06,,1,526.5,54,9.8,7.70,16.5,27.3,21,0,6
경기,안성,오이,1,009,2021-04-06,,2,585.4,58,10.1,7.50,11.0,16.5,20,0,8
경기,안성,오이,1,009,2021-04-06,,3,611.1,61,10.0,7.80,14.9,24.0,19,1,7
경기,안성,오이,1,009,2021-04-06,,4,622.4,63,9.9,8.00,14.2,24.0,22,0,8
경기,안성,오이,1,009,2021-04-12,,1,552.8,58,9.5,7.50,17.2,25.0,23,2,6
경기,안성,오이,1,009,2021-04-12,,2,620.5,62,10.0,8.60,18.0,22.8,23,2,6
경기,안성,오이,1,009,2021-04-12,,3,652.4,64,10.2,7.80,17.5,25.5,20,2,6
경기,안성,오이,1,009,2021-04-12,,4,655.3,66,9.9,7.40,17.0,25.0,18,1,4
경기,안성,오이,1,009,2021-04-27,,1,610.1,66,9.2,9.20,21.0,26.8,25,3,8
경기,안성,오이,1,009,2021-04-27,,2,701.6,70,10.0,8.90,17.3,22.5,25,3,9
경기,안성,오이,1,009,2021-04-27,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-04-27,,4,,1,,,,,,,
경기,안성,오이,1,009,2021-05-04,,1,639.4,69,9.3,7.10,17.0,20.5,28,4,12
경기,안성,오이,1,009,2021-05-04,,2,732.5,73,10.0,9.40,19.0,26.3,28,8,5
경기,안성,오이,1,009,2021-05-04,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-05-04,,4,,1,,,,,,,
경기,안성,오이,1,009,2021-05-11,,1,659.6,72,9.2,6.63,18.0,25.5,23,4,12
경기,안성,오이,1,009,2021-05-11,,2,760.5,76,10.0,7.69,16.0,25.0,25,4,4
경기,안성,오이,1,009,2021-05-11,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-05-11,,4,,1,,,,,,,
경기,안성,오이,1,009,2021-05-17,,1,691.3,76,9.1,6.36,18.0,25.5,27,4,8
경기,안성,오이,1,009,2021-05-17,,2,790.6,79,10.0,8.90,18.0,25.0,28,3,4
경기,안성,오이,1,009,2021-05-17,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-05-17,,4,,1,,,,,,,
경기,안성,오이,1,009,2021-05-24,,1,706.3,78,9.1,5.49,17.2,25.5,26,5,7
경기,안성,오이,1,009,2021-05-24,,2,816.0,83,9.8,7.98,19.6,22.0,23,4,10
경기,안성,오이,1,009,2021-05-24,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-05-24,,4,,1,,,,,,,
경기,안성,오이,1,009,2021-06-01,,1,728.1,82,8.9,7.31,17.5,23.0,25,3,7
경기,안성,오이,1,009,2021-06-01,,2,843.4,86,9.8,8.90,17.5,23.0,26,3,10
경기,안성,오이,1,009,2021-06-01,,3,,,,,,,,,
경기,안성,오이,1,009,2021-06-01,,4,,,,,,,,,
경기,안성,오이,1,009,2021-06-08,,1,735.3,83,8.9,9.52,14.5,23.5,20,3,8
경기,안성,오이,1,009,2021-06-08,,2,867.6,90,9.6,8.90,17.5,23.0,29,6,11
경기,안성,오이,1,009,2021-06-08,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-06-08,,4,,1,,,,,,,
경기,안성,오이,1,009,2021-06-15,,1,741.6,86,8.6,8.11,15.8,22.5,22,0,9
경기,안성,오이,1,009,2021-06-15,,2,876.0,91,9.6,6.38,16.8,22.5,26,0,8
경기,안성,오이,1,009,2021-06-15,,3,,1,,,,,,,
경기,안성,오이,1,009,2021-06-15,,4,,1,,,,,,,
경기,오산,오이,1,004,2019-12-16,,1,31.3,5,6.3,6.30,12.2,15.8,5,0,0
경기,오산,오이,1,004,2019-12-16,,2,17.9,5,3.6,6.40,9.0,13.6,5,0,0
경기,오산,오이,1,004,2019-12-16,,3,17.4,5,3.5,5.20,10.2,13.8,5,0,0
경기,오산,오이,1,004,2019-12-16,,4,31.9,5,6.4,5.30,11.2,14.3,5,0,0
경기,오산,오이,1,004,2019-12-23,,1,53.1,7,7.6,5.80,15.2,19.4,7,0,0
경기,오산,오이,1,004,2019-12-23,,2,32.5,7,4.6,5.50,13.2,18.2,7,0,0
경기,오산,오이,1,004,2019-12-23,,3,28.2,6,4.7,6.40,12.4,17.3,6,0,0
경기,오산,오이,1,004,2019-12-23,,4,54.5,7,6.8,5.50,14.2,17.8,8,0,0
경기,오산,오이,1,004,2020-01-21,,1,171.3,18,9.5,7.20,20.0,29.0,16,1,2
경기,오산,오이,1,004,2020-01-21,,2,113.9,16,6.7,7.10,17.7,28.2,15,1,2
경기,오산,오이,1,004,2020-01-21,,3,104.6,15,7.0,6.40,17.0,27.7,13,0,1
경기,오산,오이,1,004,2020-01-21,,4,162.0,18,9.0,7.20,19.5,29.8,16,2,3
경기,오산,오이,1,004,2020-01-28,,1,208.9,20,10.4,8.40,19.4,33.4,18,1,5
경기,오산,오이,1,004,2020-01-28,,2,151.6,19,8.0,8.70,18.5,31.2,17,2,4
경기,오산,오이,1,004,2020-01-28,,3,140.1,18,7.8,8.30,19.8,32.0,16,1,2
경기,오산,오이,1,004,2020-01-28,,4,195.8,20,9.3,9.40,20.1,31.9,19,2,5
경기,오산,오이,1,004,2020-02-04,,1,255.7,24,10.7,8.40,21.1,32.2,20,0,9
경기,오산,오이,1,004,2020-02-04,,2,188.2,21,8.2,9.80,21.3,34.0,20,1,7
경기,오산,오이,1,004,2020-02-04,,3,182.1,21,8.3,8.10,21.0,32.9,20,1,0
경기,오산,오이,1,004,2020-02-04,,4,241.0,24,9.6,8.10,22.7,29.4,22,1,9
경기,오산,오이,1,004,2020-02-11,,1,298.3,27,11.0,8.30,21.3,32.2,20,0,2
경기,오산,오이,1,004,2020-02-11,,2,237.2,25,8.8,8.30,19.6,33.0,21,1,10
경기,오산,오이,1,004,2020-02-11,,3,228.1,24,9.1,8.80,21.0,31.5,17,2,7
경기,오산,오이,1,004,2020-02-11,,4,279.5,26,10.4,8.40,21.2,39.0,20,1,11
경기,오산,오이,1,004,2020-02-18,,1,336.6,30,11.2,7.20,19.8,28.5,21,2,11
경기,오산,오이,1,004,2020-02-18,,2,222.2,23,8.9,8.60,20.2,32.5,15,1,12
경기,오산,오이,1,004,2020-02-18,,3,266.6,27,9.5,9.30,23.0,34.5,17,0,10
경기,오산,오이,1,004,2020-02-18,,4,319.5,29,10.7,7.20,20.0,28.8,19,1,12
경기,오산,오이,1,004,2020-02-25,,1,375.4,33,11.4,6.60,18.6,28.0,15,1,10
경기,오산,오이,1,004,2020-02-25,,2,222.2,23,8.9,8.70,20.5,33.0,13,1,11
경기,오산,오이,1,004,2020-02-25,,3,306.1,30,9.9,7.90,21.6,31.5,15,0,11
경기,오산,오이,1,004,2020-02-25,,4,366.5,33,10.8,7.20,18.8,28.2,14,2,10
경기,오산,오이,1,004,2020-03-03,,1,408.0,35,11.7,7.90,17.5,27.0,15,1,12
경기,오산,오이,1,004,2020-03-03,,2,222.7,23,8.9,8.90,21.0,30.0,10,0,5
경기,오산,오이,1,004,2020-03-03,,3,343.2,33,10.1,7.90,20.0,26.0,17,2,12
경기,오산,오이,1,004,2020-03-03,,4,394.9,35,11.0,6.30,18.8,27.5,16,2,9
경기,오산,오이,1,004,2020-03-10,,1,449.2,38,11.8,6.80,18.2,28.0,12,1,11
경기,오산,오이,1,004,2020-03-10,,2,222.7,23,8.9,8.90,21.0,30.0,5,0,1
경기,오산,오이,1,004,2020-03-10,,3,374.5,36,10.1,7.50,16.8,24.0,15,2,10
경기,오산,오이,1,004,2020-03-10,,4,426.1,37,11.2,6.50,18.3,28.0,14,1,10
경기,오산,오이,1,004,2020-03-17,,1,482.3,40,12.1,6.80,18.3,26.0,14,1,10
경기,오산,오이,1,004,2020-03-17,,2,222.7,23,8.9,8.30,21.5,27.3,5,0,0
경기,오산,오이,1,004,2020-03-17,,3,396.9,38,10.2,7.80,17.3,26.5,17,1,10
경기,오산,오이,1,004,2020-03-17,,4,450.9,39,11.3,6.70,19.7,29.2,16,1,8
경기,오산,오이,1,004,2020-04-07,,1,570.0,47,12.1,7.20,17.8,28.0,14,0,8
경기,오산,오이,1,004,2020-04-07,,2,,,,,,,,,
경기,오산,오이,1,004,2020-04-07,,3,487.3,46,10.4,6.40,15.5,22.8,17,1,16
경기,오산,오이,1,004,2020-04-07,,4,516.3,43,11.5,7.00,20.8,43.1,14,1,9
경기,오산,오이,1,004,2020-04-13,,1,596.4,49,12.2,6.50,16.6,29.0,12,0,5
경기,오산,오이,1,004,2020-04-13,,2,,,,,,,,,
경기,오산,오이,1,004,2020-04-13,,3,517.3,48,10.6,8.20,14.6,21.5,13,0,8
경기,오산,오이,1,004,2020-04-13,,4,527.4,44,11.2,6.70,20.5,29.3,8,0,6
경기,오산,오이,1,004,2020-04-21,,1,637.6,52,12.3,7.20,16.5,24.3,12,1,5
경기,오산,오이,1,004,2020-04-21,,2,,,,,,,,,
경기,오산,오이,1,004,2020-04-21,,3,543.3,50,10.7,6.60,16.0,25.0,14,0,6
경기,오산,오이,1,004,2020-04-21,,4,546.2,46,11.1,6.50,14.3,20.7,10,0,5
경기,오산,오이,1,004,2020-04-27,,1,650.5,52,12.5,7.30,17.6,26.5,12,1,5
경기,오산,오이,1,004,2020-04-27,,2,,,,,,,,,
경기,오산,오이,1,004,2020-04-27,,3,540.7,49,10.8,7.00,15.6,25.5,13,1,1
경기,오산,오이,1,004,2020-04-27,,4,571.6,48,11.2,7.60,15.5,22.2,12,0,4
경기,오산,오이,2,011,2020-11-17,,1,47.6,3,,,12.8,15.7,,,
경기,오산,오이,2,011,2020-11-17,,2,14.6,3,,,15.7,20.6,,,
경기,오산,오이,2,011,2020-11-17,,3,18.8,3,,,14.2,17.8,,,
경기,오산,오이,2,011,2020-11-17,,4,17.5,3,,,14.3,18.5,,,
경기,오산,오이,2,011,2020-11-24,,1,6.0,6,5.4,12.00,14.0,6.0,,,
경기,오산,오이,2,011,2020-11-24,,2,7.0,7,6.3,14.70,17.0,7.0,,,
경기,오산,오이,2,011,2020-11-24,,3,6.0,7,6.8,12.50,15.6,6.0,,,
경기,오산,오이,2,011,2020-11-24,,4,32.5,3,4.6,,,,7,,
경기,오산,오이,2,011,2020-12-01,,1,56.8,8,7.1,6.20,17.3,21.9,0,2,
경기,오산,오이,2,011,2020-12-01,,2,75.1,9,8.3,8.10,20.3,27.4,0,1,
경기,오산,오이,2,011,2020-12-01,,3,70.8,9,7.9,8.70,18.5,23.5,0,0,
